Date,Open,High,Low,Close,Volume,Adj Close
2003-06-02,4048.100098,4218.799805,4021.600098,4031.199951,1697249500,4031.199951
2003-05-01,3926.00,4096.00,3875.300049,4048.100098,1521261200,4048.100098
2003-04-01,3613.300049,3997.300049,3612.300049,3926.00,1407402900,3926.00
2003-03-03,3655.600098,3881.699951,3277.50,3613.300049,1838919400,3613.300049
2003-02-03,3567.399902,3747.00,3535.100098,3655.600098,1744461400,3655.600098
2003-01-01,3940.399902,4027.600098,3391.50,3567.399902,1750255500,3567.399902
2002-12-02,4169.399902,4218.600098,3803.399902,3940.399902,1160942200,3940.399902
2002-11-01,4039.699951,4224.799805,3953.300049,4169.399902,2012520700,4169.399902
2002-10-01,3721.800049,4197.50,3663.399902,4039.699951,1667947100,4039.699951
2002-09-02,4227.299805,4246.399902,3609.899902,3721.800049,1796469600,3721.800049
2002-08-01,4246.200195,4466.399902,3900.699951,4227.299805,1368398700,4227.299805
2002-07-01,4656.399902,4708.700195,3625.899902,4246.200195,2023311400,4246.200195
2002-06-03,5085.100098,5085.100098,4442.899902,4656.399902,1638563900,4656.399902
2002-05-01,5165.600098,5282.200195,5016.899902,5085.100098,1534479000,5085.100098
2002-04-01,5271.799805,5292.299805,5116.00,5165.600098,1502967200,5165.600098
2002-03-01,5101.00,5331.600098,5101.00,5271.799805,1274592000,5271.799805
2002-02-01,5164.799805,5238.00,5015.50,5101.00,1504893600,5101.00
2002-01-01,5217.399902,5362.299805,5052.799805,5164.799805,1237446400,5164.799805
2001-12-03,5203.600098,5411.200195,5032.299805,5217.399902,928084700,5217.399902
2001-11-01,5039.700195,5383.200195,4988.299805,5203.600098,1478915100,5203.600098
2001-10-01,4903.399902,5279.799805,4730.700195,5039.700195,1341042800,5039.700195
2001-09-03,5345.00,5379.600098,4219.799805,4903.399902,1775458900,4903.399902
2001-08-01,5529.100098,5644.200195,5286.700195,5345.00,1124828200,5345.00
2001-07-02,5642.50,5726.100098,5260.50,5529.100098,1293173600,5529.100098
2001-06-01,5796.100098,5981.799805,5519.600098,5642.50,1331371700,5642.50
2001-05-01,5966.899902,5993.700195,5690.50,5796.200195,1179039300,5796.200195
2001-04-02,5633.700195,5995.399902,5354.299805,5967.00,1139133000,5967.00
2001-03-01,5917.899902,6050.399902,5279.600098,5633.700195,1313633500,5633.700195
2001-02-01,6297.50,6309.899902,5901.700195,5917.899902,1258965000,5917.899902
2001-01-01,6222.50,6360.299805,6029.299805,6297.50,1282799300,6297.50
2000-12-01,6142.200195,6421.50,6083.700195,6222.50,788635800,6222.50
2000-11-01,6438.399902,6514.700195,6070.00,6142.200195,980904000,6142.200195
2000-10-02,6294.200195,6475.799805,6017.200195,6438.399902,986389700,6438.399902
2000-09-01,6672.700195,6838.600098,6075.100098,6294.200195,1030811700,6294.200195
2000-08-01,6365.299805,6675.700195,6296.399902,6672.700195,888982800,6672.700195
2000-07-03,6312.700195,6545.100098,6274.899902,6365.299805,828839000,6365.299805
2000-06-01,6359.299805,6635.700195,6221.00,6312.700195,844691600,6312.700195
2000-05-01,6327.399902,6419.899902,5991.899902,6359.399902,886764100,6359.399902
2000-04-03,6540.200195,6586.299805,5915.200195,6327.399902,941768300,6327.399902
2000-03-01,6232.600098,6770.399902,6232.600098,6540.200195,1109518000,6540.200195
2000-02-01,6268.50,6450.899902,5972.700195,6232.600098,1647134200,6232.600098
2000-01-03,6930.200195,6930.200195,6246.799805,6268.50,860728400,6268.50
1999-12-01,6597.200195,6950.600098,6575.299805,6930.200195,501276700,6930.200195
1999-11-01,6255.700195,6759.299805,6231.00,6597.200195,803412300,6597.200195
1999-10-01,6029.799805,6279.299805,5798.299805,6255.700195,662151700,6255.700195
1999-09-01,6251.100098,6388.399902,5868.399902,6029.799805,556083900,6029.799805
1999-08-02,6228.399902,6434.399902,5976.200195,6246.399902,477060300,6246.399902
1999-07-01,6372.100098,6649.50,6092.100098,6231.899902,564573400,6231.899902
1999-06-01,6231.00,6613.600098,6227.50,6318.50,557464800,6318.50
1999-05-03,6552.200195,6663.799805,6110.100098,6226.200195,495408400,6226.200195
1999-04-01,6283.100098,6635.899902,6280.200195,6552.200195,538524200,6552.200195
1999-03-01,6177.50,6365.399902,5968.299805,6295.299805,597751800,6295.299805
1999-02-01,5926.00,6319.799805,5697.700195,6175.100098,576057900,6175.100098
1999-01-01,5882.600098,6195.600098,5736.799805,5896.00,636201500,5896.00
1998-12-01,5723.299805,5970.100098,5377.200195,5882.600098,000,5882.600098
1998-11-02,5454.299805,5881.700195,5359.50,5743.899902,000,5743.899902
1998-10-01,5024.799805,5455.200195,4599.200195,5438.399902,000,5438.399902
1998-09-01,5139.50,5399.799805,4899.600098,5064.399902,000,5064.399902
1998-08-03,5832.200195,5832.200195,5108.700195,5249.399902,000,5249.399902
1998-07-01,5840.600098,6183.700195,5782.200195,5837.100098,000,5837.100098
1998-06-01,5870.700195,6049.600098,5646.100098,5832.600098,000,5832.600098
1998-05-01,5932.700195,6064.600098,5794.50,5870.700195,000,5870.700195
1998-04-01,5930.899902,6150.50,5699.899902,5928.399902,000,5928.399902
1998-03-02,5767.299805,6105.799805,5629.100098,5932.200195,000,5932.200195
1998-02-02,5589.899902,5821.799805,5530.799805,5767.299805,000,5767.299805
1998-01-01,5135.50,5458.50,4988.299805,5458.50,000,5458.50
1997-12-01,4871.700195,5247.600098,4859.799805,5135.50,000,5135.50
1997-11-03,4877.00,4985.799805,4680.399902,4831.799805,000,4831.799805
1997-10-01,5241.399902,5367.299805,4382.799805,4842.299805,000,4842.299805
1997-09-01,4816.600098,5269.200195,4795.299805,5244.200195,000,5244.200195
1997-08-01,4914.600098,5095.299805,4779.299805,4817.50,000,4817.50
1997-07-01,4606.00,4998.100098,4597.100098,4907.50,000,4907.50
1997-06-02,4644.700195,4796.00,4524.200195,4604.600098,000,4604.600098
1997-05-01,4435.899902,4723.700195,4423.600098,4621.299805,000,4621.299805
1997-04-01,4205.100098,4466.50,4200.50,4436.00,000,4436.00
1997-03-03,4293.399902,4466.299805,4214.299805,4312.899902,000,4312.899902
1997-02-03,4272.299805,4362.399902,4252.799805,4308.299805,000,4308.299805
1997-01-01,4118.50,4275.799805,4036.899902,4275.799805,000,4275.799805
1996-12-02,4055.899902,4123.200195,3882.699951,4118.50,000,4118.50
1996-11-01,3982.699951,4094.399902,3896.50,4058.00,000,4058.00
1996-10-01,3954.699951,4073.199951,3951.899902,3979.100098,000,3979.100098
1996-09-02,3873.699951,3994.100098,3835.800049,3953.699951,000,3953.699951
1996-08-01,3709.300049,3922.100098,3697.699951,3867.600098,000,3867.600098
1996-07-01,3710.399902,3790.00,3612.600098,3703.199951,000,3703.199951
1996-06-03,3737.00,3774.699951,3671.600098,3711.00,000,3711.00
1996-05-01,3816.899902,3829.399902,3707.300049,3747.800049,000,3747.800049
1996-04-01,3692.100098,3858.899902,3692.100098,3817.899902,000,3817.899902
1996-03-01,3729.50,3792.50,3629.100098,3699.699951,000,3699.699951
1996-02-01,3753.300049,3791.600098,3688.699951,3727.600098,000,3727.600098
1996-01-01,3689.300049,3767.399902,3645.300049,3759.300049,000,3759.300049
1995-12-01,3654.00,3690.600098,3558.50,3689.300049,000,3689.300049
1995-11-01,3517.50,3671.00,3493.00,3664.300049,000,3664.300049
1995-10-02,3510.600098,3598.00,3442.50,3529.100098,000,3529.100098
1995-09-01,3484.699951,3587.00,3474.600098,3508.199951,000,3508.199951
1995-08-01,3458.699951,3540.699951,3433.399902,3477.800049,000,3477.800049
1995-07-03,3310.199951,3487.800049,3300.399902,3463.300049,000,3463.300049
1995-06-01,3352.300049,3404.199951,3265.50,3314.600098,000,3314.600098
1995-05-01,3212.800049,3360.800049,3211.199951,3319.399902,000,3319.399902
1995-04-03,3134.199951,3241.50,3129.50,3216.699951,000,3216.699951
1995-03-01,3020.00,3185.600098,2958.600098,3137.899902,000,3137.899902
1995-02-01,3001.800049,3114.600098,2998.199951,3009.300049,000,3009.300049
1995-01-02,3065.50,3084.399902,2949.399902,2991.600098,000,2991.600098
1994-12-01,3079.600098,3109.699951,2938.800049,3065.50,000,3065.50
1994-11-01,3081.50,3168.100098,3010.100098,3081.399902,000,3081.399902
1994-10-03,3024.300049,3151.199951,2950.199951,3097.399902,000,3097.399902
1994-09-01,3243.600098,3253.399902,2986.00,3026.300049,000,3026.300049
1994-08-01,3077.800049,3280.00,3075.800049,3251.300049,000,3251.300049
1994-07-01,2914.100098,3132.800049,2906.199951,3082.600098,000,3082.600098
1994-06-01,2984.199951,3059.199951,2844.699951,2919.199951,000,2919.199951
1994-05-02,3125.300049,3157.50,2925.00,2970.50,000,2970.50
1994-04-01,3086.399902,3191.399902,3047.00,3125.300049,000,3125.300049
1994-03-01,3322.899902,3328.800049,3061.899902,3086.399902,000,3086.399902
1994-02-01,3511.399902,3539.199951,3243.399902,3328.100098,000,3328.100098
1994-01-03,3418.399902,3496.100098,3355.300049,3491.800049,000,3491.800049
1993-12-01,3197.00,3480.800049,3190.300049,3418.399902,000,3418.399902
1993-11-01,3170.699951,3176.199951,3050.600098,3166.899902,000,3166.899902
1993-10-01,3039.00,3199.199951,3026.800049,3171.00,000,3171.00
1993-09-01,3099.50,3099.50,2975.00,3037.50,000,3037.50
1993-08-02,2920.00,3115.100098,2919.50,3100.00,000,3100.00
1993-07-01,2901.50,2939.50,2801.199951,2926.50,000,2926.50
1993-06-01,2836.100098,2917.199951,2829.800049,2900.00,000,2900.00
1993-05-03,2813.100098,2869.199951,2772.199951,2840.699951,000,2840.699951
1993-04-01,2871.300049,2897.50,2773.699951,2813.100098,000,2813.100098
1993-03-01,2861.899902,2980.899902,2833.00,2878.699951,000,2878.699951
1993-02-01,2821.899902,2900.100098,2794.199951,2868.00,000,2868.00
1993-01-01,2846.50,2870.199951,2727.600098,2807.199951,000,2807.199951
1992-12-01,2772.00,2848.899902,2704.199951,2846.50,000,2846.50
1992-11-02,2657.100098,2784.100098,2649.100098,2778.800049,000,2778.800049
1992-10-01,2558.399902,2681.899902,2446.100098,2658.300049,000,2658.300049
1992-09-01,2313.00,2657.300049,2282.399902,2553.00,000,2553.00
1992-08-03,2390.800049,2434.800049,2260.600098,2312.600098,000,2312.600098
1992-07-01,2525.600098,2529.399902,2347.399902,2399.600098,000,2399.600098
1992-06-01,2697.699951,2717.399902,2502.199951,2521.199951,000,2521.199951
1992-05-01,2660.100098,2744.50,2650.50,2707.600098,000,2707.600098
1992-04-01,2384.100098,2673.50,2374.100098,2654.100098,000,2654.100098
1992-03-02,2552.199951,2574.800049,2427.899902,2440.100098,000,2440.100098
1992-02-03,2563.699951,2572.800049,2500.600098,2562.100098,000,2562.100098
1992-01-01,2493.100098,2580.199951,2441.300049,2571.199951,000,2571.199951
1991-12-02,2412.399902,2494.00,2327.00,2493.100098,000,2493.100098
1991-11-01,2559.00,2580.300049,2405.600098,2420.199951,000,2420.199951
1991-10-01,2643.399902,2649.899902,2511.899902,2566.00,000,2566.00
1991-09-02,2653.899902,2683.699951,2564.50,2621.699951,000,2621.699951
1991-08-01,2586.199951,2648.199951,2495.699951,2645.699951,000,2645.699951
1991-07-01,2416.899902,2612.399902,2416.899902,2588.800049,000,2588.800049
1991-06-03,2497.699951,2543.00,2414.699951,2414.800049,000,2414.800049
1991-05-01,2487.399902,2554.899902,2444.600098,2499.50,000,2499.50
1991-04-01,2456.50,2555.300049,2438.600098,2486.199951,000,2486.199951
1991-03-01,2374.899902,2527.100098,2368.399902,2456.50,000,2456.50
1991-02-01,2168.50,2388.399902,2155.600098,2380.899902,000,2380.899902
1991-01-01,2143.50,2182.100098,2052.300049,2170.300049,000,2170.300049
1990-12-03,2159.699951,2192.899902,2138.00,2143.50,000,2143.50
1990-11-01,2049.300049,2191.699951,2011.199951,2149.399902,000,2149.399902
1990-10-01,2006.300049,2283.699951,2006.300049,2050.300049,000,2050.300049
1990-09-03,2163.50,2176.699951,1974.099976,1990.199951,000,1990.199951
1990-08-01,2329.300049,2347.899902,2051.199951,2162.800049,000,2162.800049
1990-07-02,2374.600098,2430.600098,2311.50,2326.199951,000,2326.199951
1990-06-01,2345.100098,2430.50,2332.699951,2374.600098,000,2374.600098
1990-05-01,2111.399902,2357.199951,2111.399902,2345.100098,000,2345.100098
1990-04-02,2245.00,2247.50,2084.399902,2103.399902,000,2103.399902
1990-03-01,2246.199951,2306.899902,2211.800049,2247.899902,000,2247.899902
1990-02-01,2343.600098,2356.199951,2208.399902,2255.399902,000,2255.399902
1990-01-01,2422.699951,2479.399902,2250.50,2337.300049,000,2337.300049
1989-12-01,2296.199951,2422.800049,2296.199951,2422.699951,000,2422.699951
1989-11-01,2142.600098,2276.800049,2141.699951,2276.800049,000,2276.800049
1989-10-02,2289.300049,2331.100098,2029.699951,2142.600098,000,2142.600098
1989-09-01,2392.100098,2435.699951,2278.300049,2299.399902,000,2299.399902
1989-08-01,2297.00,2404.50,2284.50,2387.899902,000,2387.899902
1989-07-03,2151.699951,2319.899902,2151.699951,2297.00,000,2297.00
1989-06-01,2114.399902,2225.600098,2076.50,2151.00,000,2151.00
1989-05-01,2118.00,2209.699951,2092.300049,2114.399902,000,2114.399902
1989-04-03,2075.00,2134.899902,2001.50,2118.00,000,2118.00
1989-03-01,2014.300049,2132.300049,2014.300049,2075.00,000,2075.00
1989-02-01,2051.800049,2106.100098,1983.300049,2002.400024,000,2002.400024
1989-01-02,1793.099976,2072.699951,1782.400024,2051.800049,000,2051.800049
1988-12-01,1787.199951,1804.900024,1737.900024,1793.099976,000,1793.099976
1988-11-01,1853.099976,1860.00,1775.00,1792.400024,000,1792.400024
1988-10-03,1817.400024,1870.800049,1787.00,1852.400024,000,1852.400024
1988-09-01,1743.900024,1830.599976,1717.699951,1826.50,000,1826.50
1988-08-01,1860.50,1885.199951,1745.199951,1753.599976,000,1753.599976
1988-07-01,1857.599976,1883.50,1826.699951,1853.599976,000,1853.599976
1988-06-01,1798.900024,1892.199951,1798.900024,1857.599976,000,1857.599976
1988-05-02,1802.199951,1809.699951,1752.00,1784.50,000,1784.50
1988-04-01,1742.50,1826.800049,1725.400024,1802.199951,000,1802.199951
1988-03-01,1781.00,1855.699951,1739.00,1742.50,000,1742.50
1988-02-01,1790.800049,1807.300049,1690.00,1768.800049,000,1768.800049
1988-01-01,1713.900024,1810.300049,1711.50,1790.800049,000,1790.800049
1987-12-01,1579.900024,1792.300049,1562.099976,1713.900024,000,1713.900024
1987-11-02,1737.099976,1737.099976,1515.00,1579.900024,000,1579.900024
1987-10-01,2372.100098,2399.899902,1598.00,1749.800049,000,1749.800049
1987-09-01,2249.699951,2375.899902,2238.600098,2366.00,000,2366.00
1987-08-03,2356.199951,2356.199951,2157.199951,2249.699951,000,2249.699951
1987-07-01,2273.399902,2455.199951,2265.50,2360.899902,000,2360.899902
1987-06-01,2209.699951,2327.600098,2200.899902,2284.100098,000,2284.100098
1987-05-01,2061.699951,2216.600098,2058.800049,2203.00,000,2203.00
1987-04-01,1997.599976,2050.899902,1903.300049,2050.50,000,2050.50
1987-03-02,1981.300049,2064.50,1965.699951,1997.599976,000,1997.599976
1987-02-02,1821.50,1995.300049,1821.50,1979.199951,000,1979.199951
1987-01-01,1679.00,1817.00,1674.50,1808.300049,000,1808.300049
1986-12-01,1636.699951,1679.199951,1607.800049,1679.00,000,1679.00
1986-11-03,1634.400024,1667.199951,1596.199951,1636.699951,000,1636.699951
1986-10-01,1560.900024,1632.199951,1559.00,1632.099976,000,1632.099976
1986-09-01,1661.199951,1694.300049,1539.199951,1555.800049,000,1555.800049
1986-08-01,1558.099976,1662.00,1519.199951,1661.199951,000,1661.199951
1986-07-01,1652.50,1663.599976,1536.800049,1558.099976,000,1558.099976
1986-06-02,1602.800049,1649.800049,1563.199951,1649.800049,000,1649.800049
1986-05-01,1645.400024,1657.699951,1554.00,1602.800049,000,1602.800049
1986-04-01,1671.099976,1721.699951,1603.699951,1660.50,000,1660.50
1986-03-03,1543.900024,1690.099976,1529.800049,1668.800049,000,1668.800049
1986-02-03,1433.400024,1555.199951,1421.50,1543.900024,000,1543.900024
