window_end,c1,c2
1999-12,0.92,2.87
2000-12,0.92,2.22
2001-12,-1.03,0.59
2002-12,2.87,7.09
2003-12,2.87,7.74
2004-12,0.59,1.89
2005-12,0.59,1.89
2006-12,4.82,7.74
2007-12,1.24,7.74
2008-12,4.82,7.74
2009-12,5.47,7.74
2010-12,5.47,7.74
2011-12,5.47,7.09
2012-12,5.47,6.76
2013-12,5.47,6.76
2014-12,4.17,5.47
2015-12,5.47,8.39
2016-12,5.47,9.69
2017-12,5.47,9.69
2018-12,5.47,6.76
2019-12,-13.37,-11.74
2020-12,-4.6,-2.33
2021-12,-4.6,-2.33
2022-12,-3.63,-2.33
2023-12,-5.25,-2.33
2024-12,-5.25,-2.33
