window_end,c1,c2
1999-12,34.73,35.77
2000-12,34.73,35.77
2001-12,34.73,36.03
2002-12,34.73,36.03
2003-12,34.73,36.03
2004-12,34.73,36.03
2005-12,34.73,36.03
2006-12,34.73,36.03
2007-12,34.73,36.03
2008-12,16.48,20.39
2009-12,16.48,42.81
2010-12,16.48,29.25
2011-12,16.48,19.08
2012-12,16.48,17.52
2013-12,16.48,19.08
2014-12,16.48,19.08
2015-12,16.48,19.08
2016-12,16.48,19.08
2017-12,16.48,19.08
2018-12,13.35,14.39
2019-12,20.13,30.56
2020-12,20.39,32.12
2021-12,24.82,32.12
2022-12,24.82,32.12
