date,cape
1933-10-31,11.696253568143696
1933-11-30,12.01176619338994
1933-12-31,12.281801622601119
1934-01-31,13.02511982833238
1934-02-28,13.926922904274301
1934-03-31,13.25453762974009
1934-04-30,13.518389284490098
1934-05-31,12.181583235024027
1934-06-30,12.287726483952428
1934-07-31,11.741524229318248
1934-08-31,11.315025981829052
1934-09-30,10.909954083288849
1934-10-31,11.108352605351731
1934-11-30,11.448808690205704
1934-12-31,11.639337566475886
1935-01-31,11.495907968201596
1935-02-28,11.087812159055565
1935-03-31,10.398272404790031
1935-04-30,11.104210207149524
1935-05-31,11.985576683480101
1935-06-30,12.539519324443896
1935-07-31,13.202137936511015
1935-08-31,14.105056846668958
1935-09-30,14.418891702707441
1935-10-31,14.826232627114097
1935-11-30,16.12960516325115
1935-12-31,16.159192714615337
1936-01-31,17.087359845997245
1936-02-29,18.104536459517796
1936-03-31,18.66047820392603
1936-04-30,18.7189996651515
1936-05-31,17.750192519328646
1936-06-30,18.39300106583135
1936-07-31,19.360464512319144
1936-08-31,19.623060162983762
1936-09-30,19.86202424328763
1936-10-31,20.913091852533125
1936-11-30,21.49976534102416
1936-12-31,21.125663548155444
1937-01-31,21.61874158295351
1937-02-28,22.244221552805165
1937-03-31,22.042197016050576
1937-04-30,20.556579457432864
1937-05-31,19.47417468657211
1937-06-30,18.711659960364965
1937-07-31,19.646723279607627
1937-08-31,19.806982577380964
1937-09-30,16.847882862705806
1937-10-31,14.361659574753352
1937-11-30,13.158119166486063
1937-12-31,13.008483033706137
1938-01-31,13.511461918562418
1938-02-28,13.26307623646087
1938-03-31,12.37728623469769
1938-04-30,11.789517720684183
1938-05-31,11.992275930545693
1938-06-30,12.288966307788131
1938-07-31,14.77032801749207
1938-08-31,14.903588512604365
1938-09-30,14.282330508639967
1938-10-31,16.06114764333344
1938-11-30,16.149571800715517
1938-12-31,15.756484438994006
1939-01-31,15.599634410919288
1939-02-28,15.664696928954772
1939-03-31,15.729223743214229
1939-04-30,13.916994579812405
1939-05-31,14.502929499657775
1939-06-30,14.833828921489786
1939-07-31,15.270952598570258
1939-08-31,15.120082343333989
1939-09-30,16.452835577060963
1939-10-31,16.82120480626564
1939-11-30,16.59923850994664
1939-12-31,16.280412901283842
1940-01-31,16.37848034261367
1940-02-29,16.216119847731054
1940-03-31,16.172906305307897
1940-04-30,16.370988707128785
1940-05-31,14.138747694800731
1940-06-30,12.843765598268808
1940-07-31,13.36988476321006
1940-08-31,13.649399392391642
1940-09-30,14.214842598620642
1940-10-31,14.328290323104959
1940-11-30,14.636689248763613
1940-12-31,13.908426122353838
1941-01-31,13.904158267950832
1941-02-28,13.002943303402448
1941-03-31,12.955719822063331
1941-04-30,12.429370389220786
1941-05-31,12.037206512481578
1941-06-30,12.164306590628442
1941-07-31,12.744996277919583
1941-08-31,12.46317372038781
1941-09-30,12.27972927209308
1941-10-31,11.57781495657408
1941-11-30,10.911668685916966
1941-12-31,10.086593309917905
1942-01-31,10.101686431929252
1942-02-28,9.680255591749361
1942-03-31,9.003426617760969
1942-04-30,8.544255707588261
1942-05-31,8.50611625969605
1942-06-30,8.90545692851805
1942-07-31,9.150488900994741
1942-08-31,9.012823047564297
1942-09-30,9.077829839371503
1942-10-31,9.599176749352992
1942-11-30,9.661334152171664
1942-12-31,9.61751410328318
1943-01-31,10.150534220432082
1943-02-28,10.708982995221266
1943-03-31,10.850541744036802
1943-04-30,11.039227142939692
1943-05-31,11.362215800613695
1943-06-30,11.51674478645123
1943-07-31,11.774213341781651
1943-08-31,11.210545904158963
1943-09-30,11.336281939610283
1943-10-31,11.187335503326027
1943-11-30,10.631033673001417
1943-12-31,10.73736031604107
1944-01-31,11.05241276397747
1944-02-29,10.94791888772472
1944-03-31,11.224693196180679
1944-04-30,10.938275188239396
1944-05-31,11.103736936792616
1944-06-30,11.5327852725325
1944-07-31,11.73877475018071
1944-08-31,11.541711674209218
1944-09-30,11.32856058469647
1944-10-31,11.583105186279123
1944-11-30,11.47845919805548
1944-12-31,11.63868359335513
1945-01-31,11.960463439806993
1945-02-28,12.341753548186317
1945-03-31,12.32331031138933
1945-04-30,12.631867236563076
1945-05-31,13.036560628785356
1945-06-30,13.130223361406054
1945-07-31,12.86702844300916
1945-08-31,12.915378562256745
1945-09-30,13.79826495171978
1945-10-31,14.374662675391342
1945-11-30,14.847702661876786
1945-12-31,15.02034747473997
1946-01-31,15.623163177761676
1946-02-28,15.761666525801909
1946-03-31,15.134873415142536
1946-04-30,16.040842386215918
1946-05-31,16.01372317083218
1946-06-30,15.773186880128746
1946-07-31,14.508136111909067
1946-08-31,13.98493930994276
1946-09-30,11.841267540149635
1946-10-31,11.387602961765051
1946-11-30,11.110043656743295
1946-12-31,11.372779425862708
1947-01-31,11.469296334735576
1947-02-28,11.949565314209437
1947-03-31,11.287903096501285
1947-04-30,10.900825126392677
1947-05-31,10.733674273688536
1947-06-30,11.082715855052095
1947-07-31,11.696446553354363
1947-08-31,11.33747235532983
1947-09-30,10.827463017228837
1947-10-31,11.132662042754786
1947-11-30,10.975407324839072
1947-12-31,10.68091253196919
1948-01-31,10.419342657320323
1948-02-29,9.999761169144184
1948-03-31,10.186680609489674
1948-04-30,10.77948448202462
1948-05-31,11.241032697984439
1948-06-30,11.583895756523843
1948-07-31,11.134621739180933
1948-08-31,10.723556662478131
1948-09-30,10.55301368939916
1948-10-31,10.825409809169495
1948-11-30,10.248096205635571
1948-12-31,10.159652938900916
1949-01-31,10.24828575803898
1949-02-28,9.872517140570059
1949-03-31,9.901332491240924
1949-04-30,9.78363986754406
1949-05-31,9.692295086395816
1949-06-30,9.067718943419537
1949-07-31,9.605038093363925
1949-08-31,9.851348638079234
1949-09-30,9.884048361738287
1949-10-31,10.169850844772146
1949-11-30,10.21586101165065
1949-12-31,10.529330904131147
1950-01-31,10.745733299747911
1950-02-28,10.911564066731684
1950-03-31,10.910946522976257
1950-04-30,11.178021600956098
1950-05-31,11.461543104586232
1950-06-30,11.554126144044288
1950-07-31,10.539745658930993
