date,USA,CAN,MEX,GBR,DEU,FRA,ESP,CHE,NLD,ITA,IRL,GRC,BEL,AUT,PRT,SWE,FIN,DNK,POL,CZE,TUR,JPN,KOR,AUS,NZL
1998-10-01,101.666,99.2374617985368,,101.0958,100.7378,101.5962,103.6852,101.6765,101.0796,102.3286,103.3938,102.2164,100.3872,100.1394,102.1032,100.2757,100.5602,99.78292,,97.68038,,98.48105,,100.0159,99.10374
1998-11-01,101.7593,99.4440326475285,,101.315,100.778,101.4148,103.837,101.5481,101.0482,102.5628,103.4748,102.3057,100.4535,100.1907,102.0894,100.2646,100.6202,99.6534,,97.52457,,98.70956,,100.2808,99.47933
1998-12-01,101.9019,99.8754261671456,,101.5039,100.6953,101.2836,103.8415,101.3742,101.0433,102.6622,103.5089,102.3868,100.7289,100.1569,102.2258,100.0914,100.8371,99.37326,,97.30032,,98.95399,98.93985,100.6834,99.85915
1999-01-01,102.1411,100.537153085783,,101.7591,100.606,101.2598,103.7482,101.1871,100.9754,102.6687,103.3885,102.4275,100.9824,100.1515,102.4157,100.0642,100.8757,99.30614,,96.92254,,99.14638,99.29426,101.2816,100.2114
1999-02-01,102.3489,100.910851900412,,102.1006,100.5052,101.2135,103.6103,101.0203,100.8988,102.4067,103.2868,102.4624,101.0064,100.1281,102.4803,100.0498,100.8195,99.39183,,96.57558,,99.23427,99.65509,101.5822,100.5085
1999-03-01,102.3841,100.981802986069,,102.3935,100.2976,101.0889,103.4385,100.9045,100.8774,101.993,103.3478,102.5391,100.9481,100.1725,102.4011,100.1249,100.9443,99.56617,,96.37511,,99.26278,100.0063,101.6046,100.6961
1999-04-01,102.3793,100.865229781226,,102.5099,100.0721,101.0037,103.2825,100.8438,100.9745,101.6647,103.4236,102.7655,100.8175,100.3408,102.3328,100.2922,101.212,99.71679,,96.43304,,99.28671,100.407,101.5804,100.718
1999-05-01,102.4228,100.735347702133,,102.515,99.92445,101.0566,103.2632,100.8618,101.1004,101.5947,103.5269,102.9306,100.546,100.4958,102.3302,100.5676,101.5202,99.88219,,96.51566,,99.34204,100.8475,101.4877,100.6497
1999-06-01,102.4339,100.609195469609,,102.5247,99.8756,101.2544,103.3917,100.9922,101.2479,101.7864,103.639,102.9931,100.2141,100.5794,102.3964,100.8677,101.698,100.2048,,96.74504,,99.422,101.1888,101.2969,100.575
1999-07-01,102.3785,100.476517188134,,102.5501,99.92336,101.5382,103.5333,101.1912,101.4247,101.899,103.7554,102.9439,100.2451,100.762,102.4858,101.0864,101.6475,100.6205,,96.71368,,99.51318,101.447,101.1741,100.5519
1999-08-01,102.317,100.425914578375,,102.6135,99.9759,101.7966,103.6429,101.4212,101.6789,101.9791,103.8236,102.9493,100.5288,100.9864,102.5162,101.392,101.5413,100.9713,,96.55676,,99.60709,101.6295,101.1181,100.5857
1999-09-01,102.3068,100.463078810147,,102.622,100.0537,102.0043,103.7353,101.6662,101.9661,102.1033,103.8913,103.1946,100.936,101.1072,102.5146,101.6284,101.535,100.7978,,96.67978,,99.70045,101.7576,101.1938,100.6871
1999-10-01,102.2862,100.561393112178,,102.7327,100.1795,102.1228,103.8601,101.9156,102.1983,102.3257,104.0213,103.5349,101.3469,101.1235,102.5282,101.6874,101.6491,100.4811,,97.22134,,99.79272,101.8179,101.2561,100.8738
1999-11-01,102.4039,100.624768540333,,102.8653,100.3003,102.1559,103.8409,102.1609,102.2322,102.5266,104.0423,103.8132,101.7697,101.0238,102.4494,101.7066,101.7745,100.2138,,97.64807,,99.88423,101.7811,101.2064,101.1044
1999-12-01,102.5672,100.650527285383,,103.0955,100.431,102.0842,103.767,102.3881,102.2579,102.7599,103.9647,104.0424,102.0862,100.7871,102.3943,101.7932,101.9714,100.0466,,97.92682,,99.97546,101.6164,101.0407,101.3267
2000-01-01,102.7963,100.666027244853,,103.0937,100.552,101.9908,103.8446,102.573,102.2887,102.9708,103.8437,104.1688,102.3102,100.4485,102.35,101.9237,102.1563,99.98997,,97.98952,,100.0669,101.3577,100.9001,101.4833
2000-02-01,102.8489,100.702903277968,,102.8272,100.6716,101.9742,103.994,102.667,102.2793,102.8985,103.675,104.1857,102.2525,100.0823,102.2103,101.9655,102.2054,100.0564,,97.93161,,100.1593,101.1499,100.4603,101.5237
2000-03-01,102.7685,100.798468460955,,102.4862,100.7426,102.0836,104.0527,102.6234,102.2835,102.7069,103.5983,104.1729,102.134,100.0383,101.9183,102.0073,102.032,100.1932,,97.90603,,100.2539,100.9601,100.0697,101.3419
2000-04-01,102.7501,100.958838053933,,102.272,100.7929,102.2295,103.934,102.5161,102.2608,102.5408,103.6031,104.2927,101.9815,100.1405,101.488,101.9652,101.8004,100.4022,,98.09432,,100.3513,100.8004,99.7485,100.831
2000-05-01,102.7249,101.063364317921,,102.2088,100.8737,102.3125,103.7361,102.4311,102.2027,102.3921,103.5062,104.2534,101.9799,100.2725,101.257,101.8661,101.6862,100.5617,,98.32001,,100.4483,100.6664,99.69037,100.158
2000-06-01,102.6267,101.103478883784,,102.1562,100.7975,102.3406,103.6093,102.423,102.1549,102.4011,103.4593,104.0002,102.0784,100.3094,101.1411,101.781,101.6207,100.6533,,98.44608,,100.5324,100.6521,100.0295,99.52636
2000-07-01,102.5935,101.078166488244,,102.125,100.7882,102.2942,103.505,102.4477,102.0734,102.4899,103.4671,103.6586,102.2074,100.3072,101.0999,101.708,101.5169,100.6643,,98.51803,,100.5756,100.5812,100.5665,99.09975
2000-08-01,102.5589,100.95385040802,,102.1022,100.7108,102.0712,103.3025,102.438,102.0601,102.543,103.4012,103.2789,102.3549,100.246,100.9984,101.6834,101.2233,100.7038,,98.7029,,100.5423,100.184,100.7615,98.88453
2000-09-01,102.5094,100.650395023368,,102.0077,100.4853,101.903,102.9978,102.3444,102.097,102.5092,103.174,103.0675,102.4179,100.0491,100.8239,101.5575,100.8521,100.7633,,98.89194,,100.4375,99.33106,100.4159,98.92895
2000-10-01,102.4011,100.165421898308,,102.245,100.3554,102.0233,102.8495,102.2114,102.1612,102.6462,103.0699,102.7223,102.6204,99.96583,100.6905,101.425,100.6979,100.8642,,99.01467,,100.2483,98.56378,100.0315,99.31091
2000-11-01,102.1504,99.8777651652752,,102.4865,100.423,102.2553,102.8992,102.1012,102.0865,102.6593,103.0786,102.4276,102.8071,100.1419,100.5812,101.128,100.8589,100.6869,,98.93658,,99.95748,97.90548,99.82681,99.86605
2000-12-01,101.624,99.7956248781473,,102.7208,100.5278,102.525,102.98,102.0565,101.8755,102.6771,103.1479,102.3189,102.767,100.0426,100.541,100.7135,101.0905,100.6109,,98.81371,,99.64137,97.74722,99.89909,100.4215
2001-01-01,101.1024,99.8442237452777,,102.8093,100.6217,102.6291,103.0586,102.0399,101.5422,102.6412,102.9609,102.1875,102.4953,99.91907,100.609,100.2962,101.1319,100.4608,,99.17067,,99.39446,98.10075,99.98649,100.8566
2001-02-01,100.7213,99.9479474166232,,102.8318,100.6257,102.4675,103.0426,101.996,101.1935,102.5872,102.7921,102.0558,102.0771,99.9252,100.7612,99.95836,100.8503,100.2252,,99.72201,,99.27976,98.59395,99.72794,101.163
2001-03-01,100.5567,100.111564617719,,102.8461,100.586,102.1495,102.9258,101.8843,100.9143,102.626,102.5369,102.0341,101.823,100.0215,100.8227,99.70583,100.4241,99.87522,,100.1432,,99.20975,99.06416,99.24053,101.3154
2001-04-01,100.5238,100.316503478335,104.7304,102.7907,100.4195,101.7602,102.6649,101.7403,100.7251,102.808,102.4594,102.0396,101.6739,100.0365,100.7662,99.50742,100.1743,99.7034,,100.2787,,99.0611,99.47912,99.15653,101.2713
2001-05-01,100.6463,100.357234331377,104.0525,102.7974,100.1078,101.3348,102.4914,101.6029,100.6013,103.1655,102.5046,101.9699,101.6108,100.0445,100.6505,99.46629,100.0907,100.0309,97.58542,100.1545,,98.74471,99.86626,99.55956,101.1244
2001-06-01,100.7251,100.171292295179,103.9543,102.8694,99.74865,101.0634,102.3608,101.4751,100.4165,103.5039,102.4089,101.9443,101.5899,99.9444,100.5795,99.47578,99.85607,100.5078,97.58934,100.1679,,98.35426,100.0752,100.1794,100.9681
2001-07-01,100.6393,99.7985464204658,104.4012,102.7986,99.50173,100.8711,102.2936,101.2771,100.3265,103.6414,102.085,101.9891,101.5078,99.72232,100.6018,99.31496,99.49304,100.9684,97.37901,100.2577,,98.02536,100.0414,100.5429,100.8623
2001-08-01,100.3387,99.5671417265464,104.5156,102.4967,99.35291,100.6634,102.338,100.8744,100.2746,103.5049,101.6845,102.104,101.2033,99.51805,100.605,99.12711,99.22314,100.871,97.08223,100.3676,,97.86849,99.81441,100.5731,100.8095
2001-09-01,99.90548,99.5039382838153,103.7437,102.217,99.30328,100.5447,102.3568,100.1747,100.2695,103.1553,101.4586,102.2727,100.734,99.40685,100.4512,98.98407,99.11717,100.7462,97.10949,100.5515,,97.8406,99.50216,100.4472,100.8127
2001-10-01,99.74929,99.5659159076712,102.6898,101.9752,99.22974,100.6566,102.3755,99.43128,100.2927,102.7883,101.3981,102.3613,100.2916,99.45139,100.3059,99.12823,99.17751,100.6964,97.57919,100.821,,97.90193,99.57249,100.2341,100.8822
2001-11-01,99.89661,99.7033776012482,101.8186,102.1308,99.06922,100.9002,102.2552,99.01189,100.5057,102.5414,101.6569,102.596,100.3197,99.62669,100.2633,99.49187,99.40656,100.8321,97.77168,101.069,,98.04391,99.96693,100.3522,100.9843
2001-12-01,100.2531,99.998930661906,100.7085,102.4707,98.91137,101.1148,102.094,99.21294,100.8803,102.6703,101.9679,102.8422,100.8068,99.80948,100.3343,100.014,99.89643,101.0519,97.61003,101.2346,,98.22787,100.4889,100.7862,101.0865
2002-01-01,100.5978,100.530024987653,99.30559,102.6832,98.77483,101.2304,101.9271,99.74886,101.2309,102.8729,102.0957,103.0707,101.375,99.95841,100.4895,100.6836,100.4499,101.1143,97.55053,101.3589,,98.42595,100.9717,101.3005,101.1684
2002-02-01,100.8044,101.073400016487,98.96419,102.7986,98.68822,101.2643,101.8323,100.2636,101.2596,102.9207,102.1208,102.9742,101.7092,100.0159,100.7052,101.3157,100.8783,101.0405,97.5201,101.5059,,98.62011,101.3181,101.5596,101.2336
2002-03-01,100.9911,101.458577300004,99.36782,102.8764,98.65378,101.2584,101.7041,100.507,101.0876,102.7549,102.1462,102.6184,101.8261,100.0132,100.8091,101.6409,101.161,100.9477,97.49456,101.6816,,98.78705,101.5213,101.6113,101.2863
2002-04-01,101.0437,101.636113379275,99.9777,102.9147,98.59946,101.2715,101.6008,100.5329,100.764,102.4382,102.2401,102.195,101.7994,99.9959,100.6361,101.5958,101.2795,100.8537,97.50826,101.9911,,98.88696,101.5694,101.4052,101.3256
2002-05-01,101.0177,101.685072518307,100.5494,102.8229,98.56711,101.4114,101.4805,100.414,100.4372,102.1584,102.1446,102.1299,101.6619,99.90811,100.0625,101.4855,101.2726,100.7072,97.61741,102.0717,,98.87953,101.6419,101.1852,101.3507
2002-06-01,100.7677,101.575082927993,100.9664,102.7361,98.57458,101.3736,101.2487,100.1749,100.1151,101.9469,101.8445,102.2558,101.4125,99.7284,99.60997,101.4598,101.0425,100.5652,97.6789,101.9556,,98.80704,101.7362,101.0299,101.3537
2002-07-01,100.433,101.306151678503,101.3277,102.7795,98.62899,101.1721,101.0459,99.86913,99.84732,101.7964,101.4142,102.4959,101.2129,99.50666,99.45045,101.46,100.7371,100.4901,97.92585,101.6635,,98.71026,101.6539,100.8515,101.3257
2002-08-01,100.1572,101.063960056146,101.6153,102.9285,98.56541,100.9398,101.0041,99.52724,99.6273,101.6002,101.0366,102.518,101.0125,99.39152,99.31019,101.2994,100.4548,100.4842,98.15915,101.2121,,98.60949,101.3657,100.6619,101.2851
2002-09-01,99.91587,100.92247267469,101.7644,103.0911,98.3576,100.8133,101.1403,99.17082,99.48712,101.3848,100.7882,102.3741,100.885,99.49653,99.07987,101.0697,100.3623,100.6275,98.35123,100.8196,,98.50987,100.8564,100.5292,101.2507
2002-10-01,99.7337,100.753886777518,101.9053,102.9842,97.85496,100.8743,101.0627,98.86304,99.457,101.2344,100.5538,102.2586,100.8583,99.60899,98.759,100.8408,100.3016,100.6891,98.2883,100.6414,,98.41066,100.2209,100.4352,101.2274
2002-11-01,99.74871,100.694810978194,102.0017,102.6509,97.22082,100.9335,100.7592,98.70363,99.41628,101.0442,100.258,102.171,100.8278,99.67749,98.60767,100.6731,100.2956,100.6688,98.00071,100.7067,,98.31338,99.70058,100.5186,101.1856
2002-12-01,99.74618,100.725876136195,101.5578,102.0387,96.878,100.8387,100.2264,98.77533,99.22474,100.7531,99.90115,102.0722,100.6219,99.59788,98.50687,100.4129,100.3078,100.6311,97.82594,100.7717,,98.22955,99.44533,100.6154,101.0767
2003-01-01,99.56802,100.776116922778,100.6854,101.383,96.85558,100.4686,99.96935,98.94195,98.87908,100.5878,99.75607,101.9041,100.286,99.33095,98.32542,100.1582,100.2491,100.4775,97.82464,100.8178,,98.18649,99.26508,100.6182,100.8672
2003-02-01,99.41,100.631498974257,99.82207,100.9881,96.92044,99.98627,99.96495,99.03288,98.64655,100.5118,99.81478,101.6603,99.99574,99.04984,98.1384,99.94937,100.1154,100.1701,97.83096,100.8136,,98.2197,99.07724,100.3799,100.6398
2003-03-01,99.49301,100.624672364772,99.34513,100.9764,97.09912,99.62807,100.1156,98.93275,98.58634,100.3917,99.95032,101.4172,99.94522,98.74664,98.05572,99.72583,100.0835,99.96869,97.82729,100.7983,,98.3244,98.86503,100.3752,100.5164
2003-04-01,99.92635,100.820617399674,99.71307,101.1794,97.36331,99.55245,100.4493,98.74667,98.65199,100.3711,100.1391,101.3987,100.2665,98.54739,98.17384,99.69723,100.0825,100.074,97.97952,100.6697,,98.51387,98.88013,100.7206,100.5991
2003-05-01,100.3536,100.8573500649,100.1986,101.2252,97.66243,99.59089,100.8012,98.62954,98.75152,100.4476,100.1602,101.4495,100.5933,98.42271,98.44286,99.88921,100.1257,100.3937,98.30859,100.4377,,98.80611,98.93774,101.068,100.8078
2003-06-01,100.5095,100.693847225043,100.584,101.2669,97.9861,99.64032,101.0404,98.70113,98.73969,100.5755,100.134,101.439,100.6745,98.47173,98.70515,100.2533,100.1989,100.6237,98.51765,100.2446,,99.12596,98.93398,101.3671,101.0518
2003-07-01,100.5117,100.62617068576,100.7284,101.2826,98.21873,99.65112,101.1099,98.89233,98.73784,100.5617,100.0715,101.4572,100.6329,98.64038,98.8969,100.6105,100.3673,100.6337,98.51361,100.0114,,99.37868,98.98062,101.5186,101.2764
2003-08-01,100.4225,100.688322890992,100.6601,101.2848,98.21931,99.60408,101.1521,99.11638,98.89987,100.5081,100.1649,101.4273,100.669,98.84175,99.07999,100.884,100.5151,100.7142,98.32265,99.9127,,99.49607,99.06861,101.518,101.4737
2003-09-01,100.3871,100.886044622355,100.4632,101.3307,98.18441,99.57878,101.1309,99.32051,99.067,100.5267,100.3371,101.2655,100.8492,99.10907,99.36773,100.9586,100.6643,100.8202,98.07348,99.85079,,99.54961,99.15455,101.5256,101.6422
2003-10-01,100.5351,101.059153174942,100.3024,101.2674,98.20568,99.66866,101.0134,99.50474,99.16975,100.549,100.612,101.0351,101.0118,99.2589,99.66347,100.7057,100.752,100.9467,97.71108,99.40247,,99.6331,99.36859,101.5348,101.7743
2003-11-01,100.827,101.174633145172,100.0449,101.2153,98.24712,99.84783,101.0157,99.6835,99.29221,100.4699,100.9421,100.6958,101.2684,99.28409,99.74532,100.3972,100.8193,101.0226,97.5156,99.13914,,99.80911,99.61781,101.4753,101.8715
2003-12-01,101.1297,101.198833652801,99.75021,101.2286,98.18146,100.1189,101.0199,99.86726,99.41017,100.3159,101.1155,100.5678,101.4516,99.28862,99.77425,100.3339,100.9604,101.1162,97.63477,98.90587,,100.0255,99.74202,101.5365,101.9188
2004-01-01,101.4088,101.284026838474,99.69481,101.2966,98.13295,100.3867,101.0196,100.0495,99.4856,100.1611,101.2031,100.9424,101.5992,99.2592,99.74168,100.5579,101.0682,101.2353,97.65687,98.69204,108.7523,100.2138,99.70837,101.7835,101.8929
2004-02-01,101.2953,101.245843875798,99.75056,101.3559,98.21647,100.4244,101.0882,100.2115,99.6813,100.0096,101.3527,101.4403,101.6535,99.28088,99.69547,100.7261,101.0681,101.2533,97.54982,98.47421,108.6911,100.3472,99.59066,101.8742,101.821
2004-03-01,101.1277,101.180321239573,99.78872,101.3983,98.22088,100.2928,101.183,100.3281,99.70705,99.97756,101.5189,101.9978,101.5875,99.36329,99.65479,100.5908,101.0355,101.3722,97.65984,98.51669,108.4801,100.5272,99.51422,101.8099,101.7283
2004-04-01,100.9568,101.003720188171,100.0135,101.261,98.17886,100.0907,101.2724,100.3945,99.66507,99.98335,101.628,102.1902,101.5447,99.33427,99.67599,100.4558,100.9706,101.6059,98.0715,98.83012,108.0671,100.8492,99.52216,101.7335,101.6312
2004-05-01,100.8785,100.7294763264,100.234,101.0372,98.15106,100.0609,101.2137,100.3882,99.66273,100.0507,101.6603,102.0217,101.5347,99.21468,99.77563,100.3897,100.8688,101.6198,98.68442,99.34589,107.3732,101.1412,99.31157,101.6613,101.5521
2004-06-01,101.0162,100.63724969582,100.2284,100.8859,98.17213,100.105,101.027,100.282,99.69556,100.2217,101.7221,101.7601,101.516,99.11182,99.96807,100.4686,100.8602,101.5764,99.09212,99.7112,106.7059,101.2997,99.02436,101.6706,101.5257
2004-07-01,101.1275,100.77697053279,99.95441,100.853,98.18243,100.21,100.899,100.1293,99.80855,100.2993,101.8821,101.6795,101.3852,99.06829,100.1071,100.6261,100.8992,101.5399,99.25563,100.0532,106.0374,101.6019,98.76265,101.8609,101.5883
2004-08-01,101.1028,100.910046661131,99.77942,100.8458,98.23745,100.3247,100.7803,99.99214,99.80303,100.3823,101.9764,101.7995,101.3087,99.0124,100.1051,100.7911,100.8855,101.5409,99.48996,99.96283,105.4485,101.7235,98.59483,102.0123,101.7137
2004-09-01,100.9841,100.996372490104,99.86142,100.8932,98.3055,100.4128,100.7941,99.91597,99.67329,100.5161,102.0942,101.9929,101.1511,98.98792,99.97052,100.8383,100.8127,101.5711,99.6159,99.80163,105.3501,101.6444,98.53627,102.0598,101.8806
2004-10-01,100.895,100.993294228194,100.0336,101.0769,98.28944,100.4443,100.9347,99.88897,99.46743,100.6913,102.2184,101.8801,101.0003,98.95607,99.75118,100.8036,100.7441,101.6236,99.63866,99.88087,105.5077,101.6369,98.46556,102.0526,102.0758
2004-11-01,100.9591,101.048669638656,100.4242,101.2829,98.32377,100.3863,101.0252,99.89873,99.30139,100.7371,102.2735,101.6112,100.9545,98.97235,99.60986,100.8094,100.7736,101.7047,99.62196,100.254,105.7356,101.5483,98.36069,102.1071,102.2572
2004-12-01,101.0947,101.164153020131,101.0312,101.395,98.48319,100.3563,101.0536,99.93986,99.23226,100.7161,102.3821,101.4154,101.0202,99.13374,99.57314,100.8823,100.9814,101.8226,99.66521,100.7243,106.0746,101.3855,98.42886,102.1921,102.3628
2005-01-01,101.08,101.290839034105,101.677,101.5174,98.6907,100.2845,100.9702,99.98486,99.35197,100.7427,102.3958,101.3889,101.1576,99.3254,99.67278,100.8658,101.1793,101.927,99.71276,101.0355,106.1917,101.4031,98.90073,102.2957,102.3325
2005-02-01,100.9246,101.304390864572,102.0616,101.6612,98.75025,100.2073,100.8552,100.0005,99.53826,100.8142,102.3659,101.4018,101.2539,99.43171,99.88438,100.7819,101.3784,101.9574,99.67664,101.1609,105.9348,101.3609,99.65159,101.8977,102.2069
2005-03-01,100.6953,101.30875902649,101.7419,101.7224,98.7157,100.023,100.7502,99.96026,99.6387,100.7839,102.3144,101.4132,101.1612,99.50018,100.1453,100.6301,101.4411,101.8626,99.65876,101.1659,105.3279,101.2469,100.1437,101.1953,102.0204
2005-04-01,100.5071,101.267734331844,101.1287,101.6153,98.67751,99.67373,100.7447,99.88615,99.67482,100.616,102.1481,101.3485,100.8539,99.43198,100.1825,100.3898,101.1821,101.6333,99.69652,101.2559,104.7532,101.3199,100.199,100.947,101.7895
2005-05-01,100.575,101.287516273334,100.6413,101.4382,98.66279,99.43609,100.7736,99.80318,99.52476,100.2525,102.0414,101.2391,100.5212,99.28591,99.78051,100.3086,100.7185,101.4171,99.7392,101.4025,104.3657,101.3999,100.0105,101.07,101.5616
2005-06-01,100.8249,101.219781935495,100.5259,101.3282,98.63512,99.53075,100.8179,99.7276,99.40778,99.94399,101.9072,100.9849,100.3091,99.16038,99.11726,100.3551,100.3158,101.3541,99.6517,101.601,104.0351,101.4536,99.77539,101.11,101.3916
2005-07-01,100.7314,100.974146373405,100.5513,101.3364,98.64375,99.621,100.8486,99.664,99.36906,99.88052,101.6858,100.8071,100.1858,98.95007,98.65604,100.4636,100.3639,101.4399,99.69064,101.6147,103.7333,101.5698,99.70695,101.0043,101.3146
2005-08-01,100.1407,100.449979634794,100.7014,101.311,98.75512,99.77409,100.8382,99.62366,99.26657,99.9567,101.347,100.5127,100.1727,98.77622,98.47562,100.5955,100.5046,101.6306,99.82402,101.4278,103.3803,101.5761,99.79574,100.821,101.261
2005-09-01,99.42278,99.9708163735514,101.2582,101.1915,98.89063,99.73737,100.7577,99.63074,99.31593,100.1068,101.1608,100.0985,100.2343,98.68908,98.51581,100.6583,100.5208,101.7773,100.0036,101.3179,103.2211,101.4989,100.0113,100.3097,101.1334
2005-10-01,99.18978,100.030773515478,101.9236,101.0091,99.04185,99.36607,100.6154,99.70538,99.55656,100.3643,101.408,99.78426,100.5445,98.87553,98.69907,100.7803,100.684,101.9128,100.1769,101.371,103.5076,101.6119,100.2578,100.0829,100.8603
2005-11-01,99.57593,100.474948082283,102.4517,100.8797,99.21187,99.188,100.4253,99.89745,99.84577,100.4949,101.9206,99.90445,100.8793,99.18758,98.90993,100.9766,100.8,101.9596,100.3562,101.5909,103.9505,101.7454,100.4099,100.2428,100.5239
2005-12-01,100.1521,100.892517761001,102.8321,100.8594,99.49458,99.40199,100.3768,100.2527,100.0808,100.5255,102.3146,100.2468,101.164,99.61623,99.0666,101.2174,100.8708,102.0714,100.5702,101.6728,104.3641,101.8587,100.4362,100.4981,100.2365
2006-01-01,100.4121,101.342965422191,103.1329,100.9728,99.82793,99.65994,100.2413,100.6617,100.2569,100.5062,102.4208,100.5641,101.3337,99.96241,99.1846,101.4477,100.9041,102.2131,100.8295,101.8678,104.7816,102.0444,100.3355,100.8903,100.0814
2006-02-01,100.3635,101.515655579888,103.4099,101.032,99.98006,99.75042,100.1483,100.9818,100.4199,100.6418,102.3368,100.5209,101.3208,100.0855,99.35731,101.4561,100.8797,102.1526,100.8716,101.9903,105.0049,102.0857,100.2,101.0947,100.0042
2006-03-01,100.2323,101.532846400297,103.5826,100.9766,100.0422,99.73683,100.1327,101.1054,100.6061,100.8494,102.1723,100.3519,101.2562,100.15,99.48113,101.4029,100.679,102.0246,100.6898,102.1123,105.0434,101.9839,100.0045,101.1371,99.93586
2006-04-01,99.981,101.520266834807,103.5621,101.0156,100.1229,99.7085,100.1441,101.1177,100.7514,100.9764,101.9678,100.4518,101.1896,100.1294,99.45529,101.3512,100.5591,101.8725,100.4703,102.1584,104.6674,101.9449,99.72797,100.9667,99.83937
2006-05-01,99.69939,101.43135560057,103.46,100.9782,100.2088,99.47739,100.0618,101.1252,100.8526,101.0544,101.5773,100.664,101.1344,100.1147,99.3913,101.347,100.6409,101.7344,100.4633,102.1318,103.593,101.8222,99.51864,100.6365,99.74613
2006-06-01,99.67864,101.399634035339,103.4579,100.9292,100.1418,99.45139,99.99244,101.1959,100.995,101.0357,101.2374,100.855,101.1737,100.0807,99.44275,101.2272,100.6914,101.6093,100.6414,102.0673,102.0446,101.6498,99.40892,100.3619,99.7232
2006-07-01,99.71475,101.246193263295,103.5886,100.8537,99.99416,99.70364,100.0432,101.304,101.078,101.1505,101.1465,100.8664,101.2231,100.0363,99.5948,101.1384,100.5672,101.5116,100.811,101.9067,101.0095,101.6004,99.33219,100.0758,99.83714
2006-08-01,99.81288,101.123043673051,103.6995,100.8576,99.84746,99.94578,100.1957,101.4006,101.15,101.2465,101.061,100.792,101.2247,100.0587,99.88727,101.1963,100.5391,101.5549,100.8282,101.7582,100.8436,101.5265,99.32139,99.7029,100.0474
2006-09-01,100.1277,101.100233551523,103.7866,100.966,99.72872,100.147,100.3667,101.4464,101.2386,101.353,101.0969,100.7598,101.3518,100.2188,100.1645,101.303,100.6283,101.6765,100.8236,101.6882,101.0031,101.5036,99.34895,99.77854,100.3163
2006-10-01,100.5471,101.160632319529,103.7421,101.1191,99.66113,100.3445,100.6205,101.4561,101.2781,101.2861,101.1541,100.7177,101.5587,100.39,100.2729,101.3604,100.7846,101.8633,100.8945,101.6965,101.2528,101.6575,99.36727,99.93781,100.6215
2006-11-01,100.7777,101.237842575494,103.4094,101.0386,99.74432,100.4163,100.7175,101.45,101.3256,101.3297,101.1615,100.7409,101.629,100.4602,100.2547,101.2717,101.0226,101.9271,101.0679,101.7428,101.4698,101.7751,99.3255,100.0587,100.9116
2006-12-01,100.893,101.420084997835,102.9436,100.8305,99.93372,100.4642,100.5885,101.4415,101.4627,101.4607,101.2015,100.8402,101.5729,100.516,100.1999,101.2096,101.115,101.8565,101.2502,101.8685,101.4684,101.7823,99.21037,100.5461,101.1142
2007-01-01,100.9249,101.586051535336,102.4502,100.5867,100.1688,100.5309,100.3786,101.4407,101.5604,101.3325,101.1392,100.9109,101.5372,100.7394,100.0489,101.2172,101.105,101.7951,101.2412,101.9337,101.4531,101.8455,99.16199,101.103,101.1596
2007-02-01,100.7022,101.562456266098,102.2656,100.568,100.4719,100.6315,100.2953,101.4571,101.5759,101.2027,100.9295,100.9915,101.5304,100.8771,99.98038,101.3781,101.0265,101.7593,101.2981,101.9467,101.5361,101.7879,99.24867,101.4615,101.0917
2007-03-01,100.4308,101.479085231662,102.3241,100.6925,100.7897,100.7918,100.2865,101.4948,101.5703,101.0569,100.5965,101.0967,101.5167,100.8981,99.99445,101.4835,100.9891,101.741,101.2525,101.8036,101.6781,101.5758,99.38218,101.7128,100.9448
2007-04-01,100.257,101.392190728178,102.4799,100.9317,101.1325,101.1069,100.2637,101.5301,101.6211,100.7661,100.4436,101.0538,101.5592,100.9063,100.0392,101.6576,101.0313,101.6812,101.429,101.5794,101.9402,101.3757,99.58613,101.9484,100.7324
2007-05-01,100.1968,101.337658496482,102.5822,101.2116,101.3904,101.554,100.3069,101.529,101.6543,100.4486,100.7079,101.0441,101.5609,100.8997,100.0168,101.5748,101.0456,101.6547,101.6321,101.5621,102.2308,101.1354,99.86243,102.2307,100.5162
2007-06-01,100.1562,101.342392606617,102.5371,101.2996,101.4138,101.7565,100.4073,101.466,101.6826,100.1647,100.8201,100.9997,101.4559,100.9147,99.87561,101.4239,101.0738,101.6802,101.7173,101.5878,102.4897,100.8664,100.1649,102.2463,100.3709
2007-07-01,100.1331,101.418439992752,102.4611,101.3045,101.2351,101.6194,100.4237,101.3807,101.5843,100.0704,100.7446,101.0252,101.2271,100.829,99.75024,101.2592,100.9549,101.6439,101.7815,101.6002,102.8825,100.6919,100.4483,102.0209,100.3537
2007-08-01,99.90429,101.520501529542,102.3758,101.3376,100.8923,101.2328,100.1511,101.323,101.3207,100.0231,100.7021,101.0854,100.9531,100.652,99.61285,101.0969,100.7099,101.5845,101.7879,101.5383,103.2431,100.5672,100.6325,101.6821,100.4026
2007-09-01,99.64957,101.55294522604,102.1153,101.306,100.5688,100.7447,99.72341,101.3217,100.9046,100.0012,100.6328,101.3363,100.7251,100.4238,99.51597,100.9984,100.3981,101.5223,101.9371,101.15,103.203,100.3993,100.7032,101.5743,100.4357
