date,global_cci,cci_AUS,cci_AUT,cci_BEL,cci_CAN,cci_CHE,cci_CZE,cci_DEU,cci_DNK,cci_ESP,cci_FIN,cci_FRA,cci_GBR,cci_GRC,cci_IRL,cci_ITA,cci_JPN,cci_KOR,cci_MEX,cci_NLD,cci_NZL,cci_POL,cci_PRT,cci_SWE,cci_TUR,cci_USA
1987-12-31,101.2691,99.31831,99.7888,100.5641,102.323852410576,101.1948,,100.3149,98.26185,101.6305,103.2626,100.5052,101.929,100.8679,99.116,102.1507,102.0748,,,100.7112,,,103.78,,,100.1689
1988-01-31,101.3943,99.665,100.132,100.6106,102.588742123267,101.1229,,100.19,98.05766,101.737,103.1457,100.601,101.8856,101.2331,99.36098,102.2094,102.202,,,100.7447,,,103.508,,,100.4277
1988-02-29,101.5036,99.95828,100.4675,100.6,102.656634663663,101.0493,,100.2052,98.06008,101.9493,103.025,100.6649,101.8657,101.4095,99.58958,102.2052,102.2597,,,100.8067,,,103.2566,,,100.6644
1988-03-31,101.577,100.2442,100.8097,100.5808,102.446394823516,100.9798,,100.3195,98.12929,102.1784,102.8188,100.7173,101.8361,101.4267,99.83131,102.1831,102.2724,,,100.8705,,,102.9125,,,100.8249
1988-04-30,101.6053,100.4102,101.1475,100.5396,102.015431341715,100.9476,,100.419,98.30956,102.3543,102.5519,100.8145,101.7789,101.4381,100.1134,102.211,102.2672,,,100.9428,,,102.6811,,,100.868
1988-05-31,101.6397,100.4539,101.4399,100.5173,101.769936744436,101.0159,,100.4323,98.42815,102.3927,102.1868,100.943,101.8471,101.5107,100.2193,102.1304,102.2621,,,100.9278,,,102.5678,,,100.9591
1988-06-30,101.6711,100.5377,101.787,100.5535,101.752379304397,101.2421,,100.4237,98.37136,102.3837,101.8902,101.0014,101.8172,101.5317,100.2499,102.1524,102.2702,,,100.9021,97.91946,,102.4725,,,101.0263
1988-07-31,101.7178,100.7242,102.1371,100.572,101.88699763814,101.5427,,100.445,98.27717,102.4691,101.6482,101.0685,101.6507,101.4931,100.3526,102.2058,102.3051,,,100.9701,98.16445,,102.4205,,,101.0932
1988-08-31,101.8011,100.8922,102.4474,100.7149,101.997358146066,101.8192,,100.6021,98.17712,102.5996,101.5626,101.1596,101.3478,101.5803,100.459,102.3761,102.373,,,101.0876,98.3884,,102.2652,,,101.2005
1988-09-30,101.8439,100.9934,102.6726,101.0126,102.059736322425,102.0102,,100.8029,98.11123,102.5892,101.7177,101.2651,100.9627,101.7716,100.5955,102.6897,102.4379,,,101.2252,98.55128,,102.2114,,,101.1854
1988-10-31,101.8277,100.8844,102.7937,101.2794,102.09275624739,102.1674,,100.9653,98.14511,102.5171,102.2661,101.3649,100.6293,101.9154,100.7111,102.9707,102.4444,,,101.4531,98.61727,,102.4212,,,101.0462
1988-11-30,101.7899,100.6686,102.9306,101.4008,102.095012410695,102.3659,,100.9892,98.14538,102.402,103.2735,101.4289,100.3925,101.965,100.888,103.1242,102.3454,,,101.6733,98.63886,,102.6167,,,100.9454
1988-12-31,101.7486,100.473,103.2216,101.3782,102.043209481311,102.6475,,100.9403,98.09848,102.3579,103.7949,101.3697,100.0877,102.055,100.9947,103.0456,102.1862,,,101.7537,98.67915,,102.6939,,,100.9718
1989-01-31,101.7246,100.1098,103.5167,101.2663,101.889906144147,102.9236,,100.8337,98.15187,102.3175,103.8691,101.3219,99.88067,102.2731,101.0381,102.7933,102.021,,,101.7845,98.7785,,102.7038,,,101.1114
1989-02-28,101.6169,99.49396,103.5952,101.2736,101.615318029427,103.0434,,100.7792,98.20457,102.1597,103.6219,101.1995,99.71512,102.4735,101.0906,102.3406,101.8891,,,101.7669,98.90244,,102.7358,,,101.0913
1989-03-31,101.4479,98.89503,103.5471,101.2896,101.066404346254,102.8678,,100.8185,98.14416,102.0587,103.1917,101.0344,99.36922,102.65,101.0306,101.8289,101.797,,,101.7701,99.00312,,102.6721,,,100.948
1989-04-30,101.2913,98.44545,103.5256,101.267,100.231455997332,102.4992,,100.9225,98.1675,102.1093,102.6018,100.914,99.09946,102.8045,100.9377,101.4497,101.7588,,,101.7321,99.05624,,102.4704,,,100.752
1989-05-31,101.2062,97.96363,103.6262,101.2063,99.7890092621373,102.0475,,101.067,98.17735,102.2598,101.8154,100.8028,98.92875,102.9217,100.8706,101.3593,101.797,,,101.6731,99.12106,,102.2854,,,100.6218
1989-06-30,101.2064,97.40366,103.7381,101.3141,99.7654002183616,101.5888,,101.2635,98.1946,102.4294,101.3252,100.7683,98.71471,102.9794,101.0929,101.5418,101.8891,,,101.7193,99.28735,,102.2398,,,100.59
1989-07-31,101.28,97.22627,103.7831,101.4606,99.9772114771085,101.2072,,101.3757,98.20322,102.4978,101.0645,100.8553,98.69817,103.0238,101.4949,101.8728,102.0209,,,101.815,99.61057,,102.0795,,,100.6386
1989-08-31,101.3785,97.40759,103.7724,101.5772,100.054881226668,101.0183,,101.3848,98.21605,102.6123,100.8968,100.9876,98.73484,102.9608,101.8014,102.2082,102.186,,,101.9074,99.94553,,102.0039,,,100.7196
1989-09-30,101.4885,97.61657,103.7617,101.7257,99.8726692593051,101.1156,,101.4112,98.28684,102.6704,100.5018,101.1189,98.61423,102.7999,101.848,102.5416,102.3452,,,102.0245,100.0742,,102.1397,,,100.8713
1989-10-31,101.4875,97.69846,103.8619,101.8637,99.4709872216949,101.3244,,101.4177,98.456,102.7944,99.54261,101.2326,98.17403,102.5387,101.7212,102.6966,102.4444,,,102.1397,99.82187,,102.3227,,,100.8542
1989-11-30,101.4388,97.79819,104.081,101.9504,99.2386105822909,101.4193,,101.4517,98.59679,102.8526,98.06138,101.3424,98.05036,102.0354,101.5796,102.7262,102.4387,,,102.213,99.37919,,102.5107,,,100.7303
1989-12-31,101.411,97.94616,104.3925,101.983,99.2065377630319,101.2309,,101.5428,98.84774,102.8397,97.06275,101.4053,98.15345,101.6268,101.4826,102.7031,102.3758,,,102.1926,98.99008,,102.62,,,100.6563
1990-01-31,101.3939,98.18002,104.6857,101.9303,99.2803667787467,100.8664,,101.5535,99.0778,102.5666,96.61886,101.4225,98.14391,101.4913,101.3835,102.7453,102.3104,,,102.0706,98.82953,,102.7887,,,100.6537
1990-02-28,101.3337,98.28598,104.6241,101.8947,99.2723680564127,100.4649,,101.4338,99.21614,102.2895,96.49267,101.377,97.65703,101.5208,101.3089,102.8754,102.2753,,,101.9477,98.82795,,102.9926,,,100.6357
1990-03-31,101.2754,98.00808,104.3671,101.736,99.0817691366633,100.1282,,101.3259,99.31254,102.0029,96.5819,101.3218,96.94207,101.7175,101.3752,102.9516,102.256,,,101.8651,98.89057,,103.2295,,,100.7045
1990-04-30,101.2394,97.38547,104.1248,101.575,98.7027533961219,99.89024,,101.3768,99.27461,101.8558,97.04523,101.1877,96.66903,101.9726,101.4499,103.0265,102.2248,,,101.7548,98.95789,,103.5702,,,100.7568
1990-05-31,101.1514,96.91952,104.0752,101.5816,98.4150589671508,99.78797,,101.4613,99.12403,101.8787,97.83784,101.0235,96.70425,102.0474,101.4653,102.8905,102.1613,,,101.6228,99.00179,,103.8631,,,100.6273
1990-06-30,101.0264,96.756,104.0996,101.6878,98.1703592177287,99.8345,,101.5351,98.90999,102.0185,98.24818,100.9451,96.93753,102.061,101.4265,102.6484,102.0826,,,101.4714,98.99363,,103.9416,,,100.3423
1990-07-31,100.8091,96.70782,104.0007,101.6588,97.8799571804215,99.85627,,101.55,98.79757,102.031,98.35629,100.8511,97.17142,101.9342,101.2313,102.2859,102.0157,,,101.2582,98.89555,,103.7634,,,99.86092
1990-08-31,100.4275,96.52942,103.6484,101.3379,97.6594853018041,99.59863,,101.3996,98.78392,101.566,98.24832,100.6065,97.26564,101.5546,100.9397,101.8565,101.9847,,,100.9601,98.70395,,103.3318,,,99.08856
1990-09-30,100.0111,96.29723,103.2471,100.8703,97.445122659211,98.85614,,101.1154,98.83138,100.7147,97.90842,100.1631,97.38184,101.2474,100.6553,101.3288,101.9863,,,100.7001,98.3829,,102.8734,,,98.34657
1990-10-31,99.73892,96.14499,103.0113,100.5757,97.2140668393532,97.88239,,100.9214,98.90193,100.4751,97.32671,99.93661,97.76339,101.1786,100.6184,101.0431,102.0207,,,100.4814,97.89096,,102.8585,,,97.75354
1990-11-30,99.67307,96.16344,103.0587,100.383,97.1988965809116,97.01107,,100.8458,99.0134,100.6044,96.46401,99.8237,98.11544,101.2089,100.729,101.0709,102.0902,,,100.2592,97.33753,,103.1655,,,97.54295
1990-12-31,99.71469,96.44185,103.3078,100.1056,97.4947681009538,96.50847,,100.7226,99.16895,100.7279,95.8336,99.69286,98.50792,101.1823,100.5676,100.9857,102.1643,,,100.0873,96.86694,,103.5073,,,97.60697
1991-01-31,99.8077,96.82789,103.5996,99.90662,98.0745853533758,96.32336,,100.4213,99.37006,100.6578,95.48798,99.57645,98.4442,101.1842,100.3268,100.7847,102.2023,,,99.90608,96.60394,,103.5359,,,97.95465
1991-02-28,100.0611,97.09245,103.6177,100.1285,98.4931285088596,96.42683,,100.0853,99.54394,101.0262,95.27414,99.7751,98.65983,101.2247,100.2278,100.7302,102.1704,,,99.94638,96.51644,,103.56,,,98.58894
1991-03-31,100.4274,97.43005,103.4434,100.6147,98.7934948538535,96.83451,,99.8755,99.71587,101.5343,95.17921,100.1292,99.22172,101.2915,100.2821,101.1702,102.0949,,,100.1583,96.59225,,103.7507,,,99.31223
1991-04-30,100.5594,97.64021,103.1982,100.858,99.0885556350886,97.34028,,99.94212,99.69008,101.7318,95.16912,100.1109,99.58957,101.3094,100.4065,101.4252,102.0033,,,100.2288,96.84026,,103.8637,,,99.51653
1991-05-31,100.5453,97.78706,103.0497,100.8982,99.2605897145842,97.70529,,99.98056,99.58311,101.8831,95.28349,99.86898,99.66592,101.2801,100.3195,101.4123,101.9074,,,100.2378,97.12833,,103.8513,,,99.4995
1991-06-30,100.499,97.98921,102.9485,100.9227,99.35361791938,97.74879,,99.72223,99.57995,101.8442,95.27061,99.53448,99.57942,101.236,100.0782,101.3625,101.8045,,,100.1387,97.29615,,103.7699,,,99.56474
1991-07-31,100.4383,98.16211,102.7764,101.0511,99.4013689620402,97.57984,,99.24191,99.60538,101.7522,95.22332,99.38345,99.55813,101.229,99.93431,101.3448,101.6809,,,99.95267,97.22791,,103.7528,,,99.62606
1991-08-31,100.3932,98.25905,102.4481,101.0962,99.334251235858,97.3177,,99.02395,99.63827,101.6442,95.21685,99.43217,99.89005,101.223,99.96279,101.398,101.524,,,99.80912,97.04533,,103.6995,,,99.59038
1991-09-30,100.3333,98.31992,102.0832,101.0983,99.0822131875341,97.0248,,99.13608,99.7069,101.5771,95.356,99.56171,100.4155,101.1148,100.0076,101.4667,101.3538,,,99.77072,96.9171,,103.7438,,,99.39061
1991-10-31,100.148,98.2634,101.8264,101.105,98.6418610433587,96.73289,,99.33208,99.87686,101.3435,95.78166,99.60132,100.7242,100.9186,99.9838,101.375,101.1973,,,99.74538,96.9825,,103.8954,,,98.91525
1991-11-30,99.89031,98.04779,101.7045,101.1489,98.3284968575361,96.45974,,99.47767,100.1409,100.9868,96.53166,99.59484,100.5868,100.7234,99.98199,101.2469,101.0758,,,99.785,97.22092,,104.0149,,,98.3261
1991-12-31,99.70679,97.94904,101.714,101.0855,98.1155893946481,96.225,,99.56575,100.1659,100.5868,97.1151,99.54993,100.2757,100.6552,99.97746,101.109,100.978,,,99.80709,97.6256,,103.9177,,,97.97945
1992-01-31,99.65446,98.11156,101.7736,100.8611,97.9481383154771,96.0472,,99.47488,100.0869,100.3641,97.63821,99.62934,100.1991,100.4947,99.98105,101.046,100.8904,,,99.75761,98.20451,,103.6459,,,97.93081
1992-02-29,99.74929,98.53628,101.7147,100.5759,97.9555816398939,95.97321,,99.28458,99.94305,100.2113,98.22085,99.87897,100.5572,100.3784,99.994,101.0668,100.8034,,,99.74797,98.81485,,103.1544,,,98.17536
1992-03-31,99.91198,98.91796,101.5606,100.2994,98.1907633961923,96.05063,,98.90512,99.98405,99.9159,98.47352,100.1221,101.0659,100.2987,99.9382,101.1948,100.7075,,,99.84422,99.27439,,102.7392,,,98.61414
1992-04-30,100.0085,98.99622,101.4162,100.0828,98.622490296672,96.1965,,98.55603,100.1301,99.62101,98.41528,100.2114,101.3795,100.3578,99.80868,101.1487,100.5888,,,99.93203,99.44141,,102.6268,,,98.96271
1992-05-31,100.0096,98.72779,101.4523,100.0016,98.9003499813407,96.31173,,98.45385,100.2209,99.33649,98.22119,100.0762,101.2875,100.4765,99.89482,100.9199,100.4337,,,100.0688,99.44537,,102.704,,,99.16116
1992-06-30,99.90165,98.31906,101.5423,99.98224,99.0116177962203,96.32703,,98.64248,100.1398,98.9535,97.90527,99.79141,100.6779,100.5272,100.0166,100.6018,100.2556,,,100.2802,99.44149,,102.6686,,,99.16701
1992-07-31,99.70008,98.16212,101.5652,100.0588,99.0033971086789,96.27959,,98.86478,100.0543,98.22073,97.51469,99.60764,99.73,100.3531,100.0834,100.2926,100.0676,,,100.3942,99.52828,,102.5411,,,98.99251
1992-08-31,99.478,98.35706,101.4841,100.0027,98.8713514925506,96.22028,,98.89275,99.95799,97.32365,97.07044,99.6546,98.743,100.0196,100.0389,99.78898,99.87728,,,100.4085,99.67309,,102.3859,,,98.84028
1992-09-30,99.29044,98.53658,101.3239,99.83065,98.5594569125757,96.18365,,98.67021,99.77717,96.80459,96.95795,99.83476,97.90045,99.8234,99.81036,99.0038,99.69186,,,100.3186,99.81346,,102.204,,,98.8298
1992-10-31,99.22993,98.66815,101.0828,99.66601,98.0920473405286,96.16981,,98.2849,99.63262,96.5544,97.2458,99.90826,97.40068,99.74626,99.5682,98.49709,99.52558,,,100.1033,99.90065,,101.9113,,,99.09079
1992-11-30,99.35826,98.54218,100.7231,99.55991,97.8857093351933,96.17794,,97.80669,99.48132,96.55566,97.79828,99.76164,97.41785,99.61009,99.57431,98.4963,99.40214,,,99.85815,99.94744,,101.7168,,,99.7146
1992-12-31,99.50846,98.63756,100.4128,99.38313,97.9878015773223,96.21714,,97.44238,99.48911,96.62855,97.98745,99.57196,97.89653,99.62142,99.6134,98.50713,99.33804,,,99.70695,99.9763,,101.4937,,,100.2222
1993-01-31,99.57876,99.02894,100.2076,99.02964,98.2827928749726,96.29513,,97.26457,99.47672,96.76575,97.64142,99.50454,98.5093,99.73771,99.48325,98.42744,99.37453,,,99.65656,100.0079,,101.0526,,,100.3551
1993-02-28,99.57907,99.29128,100.0227,98.8272,98.3901699213762,96.43617,,97.23011,99.45132,96.89149,96.85512,99.71787,98.70702,99.97225,99.25343,98.29211,99.55031,,,99.58891,100.0674,,100.5013,,,100.2392
1993-03-31,99.57162,99.54887,99.83831,98.76057,98.2000896920875,96.66016,,97.22345,99.47368,97.14465,96.33636,100.035,98.74321,100.1816,99.39537,98.24405,99.77343,,,99.48504,100.1962,,100.0395,,,100.0521
1993-04-30,99.54383,99.54823,99.71488,98.59594,97.7660023985797,96.8986,,97.37931,99.60061,97.52883,96.31628,100.0734,98.77104,100.3399,99.8542,98.37097,99.92004,,,99.37698,100.4357,,99.76453,,,99.82066
1993-05-31,99.43184,99.28687,99.80836,98.51279,97.4947317175337,97.06294,,97.45525,99.8211,97.65924,96.69292,99.53506,98.90797,100.4388,100.2046,98.6991,99.88569,,,99.29259,100.7411,,99.48679,,,99.52497
1993-06-30,99.27731,98.90315,99.98569,98.50845,97.4197759994916,97.09834,,97.42516,99.95014,97.30317,97.05132,99.03957,98.93084,100.5502,100.532,98.79473,99.71309,,,99.36362,101.0643,,99.21992,,,99.29503
1993-07-31,99.15273,98.82687,100.07,98.48117,97.4725789499028,97.11162,,97.40336,99.9476,96.95013,97.41236,98.76122,99.17154,100.7676,100.8173,98.90228,99.44355,,,99.5051,101.3691,,99.04694,,,99.08138
1993-08-31,99.10366,98.94411,100.0016,98.44897,97.5574853471661,97.26369,,97.50169,99.85142,96.45866,97.87441,98.819,99.48676,101.0538,101.0067,98.81689,99.10665,,,99.74937,101.6305,,99.01466,,,99.02661
1993-09-30,99.12408,99.11681,99.92342,98.38195,97.6916777681809,97.68417,,97.52474,99.80084,96.30598,98.25227,99.10614,99.52097,101.5049,101.0244,98.56424,98.80679,,,99.93092,101.8075,,99.01251,,,99.14845
1993-10-31,99.21885,99.61948,100.0799,98.29296,97.9202701910837,98.24717,,97.35182,99.86301,96.17406,98.74059,99.36428,99.22236,101.9951,101.0623,98.51311,98.69417,,,99.96284,101.861,,99.00097,,,99.42997
1993-11-30,99.39526,100.1909,100.5563,98.26566,98.1821155742338,98.79361,,97.25979,100.1042,96.08303,99.53606,99.50362,98.90941,102.2067,101.0334,98.4877,98.89878,,,100.0167,101.8547,,99.20966,,,99.76839
1993-12-31,99.69999,100.7502,101.2922,98.34863,98.5914794329886,99.21106,,97.23133,100.4032,96.18683,100.3491,99.688,98.71313,102.1709,101.0633,98.82335,99.27711,,,99.97019,101.8625,,99.54118,,,100.2595
1994-01-31,100.0173,101.3797,102.112,98.58266,99.176194456554,99.53011,,97.23914,100.7496,96.38792,101.4841,99.90511,98.71372,102.0152,101.2212,99.33302,99.66492,,,99.97486,101.9356,,99.55847,,,100.6824
1994-02-28,100.2339,101.8759,102.6672,98.93726,99.4682966492293,99.79076,,97.4281,101.0483,96.87791,103.0267,100.1254,98.43158,101.8886,101.2585,99.89484,99.95625,,,100.1124,102.0554,,99.70213,,,100.8334
1994-03-31,100.3752,102.2287,102.9705,99.36897,99.4499511376819,100.0072,,97.87688,101.1673,97.32007,104.0836,100.3489,97.90978,101.7608,101.2117,100.4582,100.1731,,,100.3752,102.1939,,99.90067,,,100.8226
1994-04-30,100.5199,102.346,103.1791,99.70065,99.2613499782715,100.1909,,98.52428,101.3446,97.78841,104.617,100.5963,97.49248,101.5619,101.1665,101.1066,100.3569,,,100.6018,102.3271,,99.89751,,,100.7928
1994-05-31,100.6663,102.3664,103.4612,100.0082,99.2190576685982,100.3312,,99.21999,101.4257,98.40952,104.7622,100.7644,97.54069,101.4341,101.3049,101.5481,100.5348,,,100.7627,102.43,,99.87579,,,100.7301
1994-06-30,100.7896,102.3199,103.7867,100.2305,99.435875558308,100.4089,,99.78809,101.4957,99.03444,104.6696,100.7751,98.04366,101.2982,101.4705,101.798,100.7186,,,100.85,102.4611,,99.73611,,,100.6233
1994-07-31,100.8835,102.1075,103.9844,100.4659,99.863134158767,100.4523,,100.0999,101.5073,99.54215,104.3598,100.7766,98.62102,101.2152,101.6259,101.7638,100.9101,,,100.9189,102.3769,,99.64768,,,100.5505
1994-08-31,100.9865,101.7694,103.9239,100.7502,100.073875253351,100.4818,,100.2551,101.4395,99.97129,103.8161,100.9216,99.05245,101.1098,101.7196,101.6475,101.1001,,,101.0295,102.2188,,99.71739,,,100.5967
1994-09-30,101.0583,101.365,103.6566,101.0155,99.9922259432979,100.4882,,100.3469,101.3067,100.2646,103.6691,101.1545,99.25448,101.0047,101.7462,101.4906,101.2598,,,101.0907,102.0245,,99.7646,,,100.6677
1994-10-31,101.0812,100.9784,103.3071,101.0796,99.6826575531253,100.4249,,100.3838,101.1432,100.2882,104.2401,101.1989,99.32754,100.7957,101.8181,101.318,101.3337,,,101.0245,101.8134,,99.89838,,,100.7621
1994-11-30,101.0652,100.6799,102.8325,100.9451,99.4316349406819,100.2004,,100.2166,101.0947,100.2946,105.3126,101.1158,99.25323,100.5086,101.8573,101.3214,101.2628,,,100.9508,101.6085,,100.0586,,,100.877
1994-12-31,101.0411,100.3585,102.3717,100.6966,99.2161745636742,99.74031,,99.96313,101.1464,100.143,105.9368,101.0228,98.97237,100.3012,101.9377,101.5712,101.0941,,,100.8486,101.4399,,100.1762,,,101.0542
1995-01-31,100.9974,100.0203,102.0433,100.499,98.9548670921098,99.2107,100.5045,99.79076,101.2123,99.79682,105.9833,100.912,99.03864,100.2152,102.0797,101.8766,100.8679,,,100.8464,101.3413,,100.0522,,,101.1366
1995-02-28,100.876,99.8883,101.7288,100.4169,98.7233377853051,98.83916,100.4051,99.72816,101.2504,99.50348,105.5186,100.9286,99.08591,100.2043,102.0544,101.8618,100.6041,,,100.9632,101.3112,,99.8676,,,101.0032
1995-03-31,100.7392,100.1868,101.4008,100.4565,98.4320644459689,98.80534,100.2344,99.83762,101.2373,99.3,105.1342,101.0857,98.99618,100.2065,101.9199,101.6383,100.3449,,,101.0385,101.3682,,99.62108,,,100.7811
1995-04-30,100.6935,100.4976,101.0996,100.4721,98.0579067270071,98.97356,99.99262,99.95103,101.1724,99.30629,104.9101,101.3526,98.87751,100.2788,101.7322,101.7381,100.1449,,,101.0053,101.5377,,99.48998,,,100.6848
1995-05-31,100.7138,100.4589,100.9219,100.4582,97.9353794708585,99.18139,99.9221,100.0215,101.111,99.3402,104.7994,101.604,98.92703,100.3891,101.6961,101.9526,100.0551,,,101.0035,101.7523,,99.5476,,,100.6721
1995-06-30,100.8065,100.3407,100.8145,100.436,98.1105361918358,99.32632,100.0551,100.0676,101.0226,99.27547,104.8528,101.5904,99.49927,100.3983,101.7906,102.1012,100.049,,,100.9791,101.9289,,99.71771,,,100.7997
1995-07-31,100.8735,100.1971,100.5823,100.2727,98.4634963322737,99.41277,100.3492,100.0455,101.0384,99.28809,104.9535,101.2147,100.0491,100.2805,101.9706,102.1702,100.1125,,,100.9896,102.0014,,100.0112,,,100.9175
1995-08-31,100.854,100.0955,100.1657,99.91809,98.5332885415519,99.45976,100.5545,99.91757,101.1455,99.44461,104.7642,100.6782,100.3479,100.3331,102.2042,102.1371,100.2494,,,101.1123,101.9913,,100.3556,,,100.8834
1995-09-30,100.7259,100.0384,99.70271,99.50918,98.1753947215122,99.46724,100.7005,99.77113,101.1925,99.54945,103.6265,99.90529,100.5632,100.6491,102.4092,102.0369,100.4183,,,101.2178,101.9192,,100.8316,,,100.6454
1995-10-31,100.6143,100.0653,99.43832,99.00394,97.4919578171808,99.42168,100.8254,99.58101,101.1758,99.57683,101.5001,99.21215,100.8088,101.1331,102.583,101.8873,100.5787,,,101.2803,101.7995,,101.3868,97.90904,,100.4881
1995-11-30,100.5424,100.1986,99.50985,98.53172,97.1896756368074,99.27427,100.9172,99.2985,101.1928,99.76202,100.1009,98.78609,100.9551,101.3637,102.7133,101.7067,100.7052,,,101.1856,101.6966,,101.6933,97.69445,,100.41
1995-12-31,100.5243,100.4168,99.59697,98.33321,97.406530770985,98.97198,101.0273,98.90688,101.1064,100.0417,99.32449,98.63933,101.088,101.5531,102.671,101.4739,100.8093,,,100.9289,101.6917,,101.7882,97.59389,,100.4341
1996-01-31,100.5322,100.7431,99.35799,98.29737,98.0140727730231,98.59062,101.1568,98.49263,101.0045,100.4009,98.94592,98.82383,101.1867,101.6567,102.5922,101.3092,100.9053,,,100.6954,101.8326,,101.5324,97.34499,,100.4504
1996-02-29,100.5704,101.027,98.90147,98.35472,98.4005630247697,98.21745,101.2119,98.27199,100.789,100.5937,98.87038,99.05003,101.2427,101.7062,102.4743,101.2451,100.9971,,,100.509,101.9862,,100.9855,97.03316,,100.5219
1996-03-31,100.6454,101.2825,98.53423,98.51321,98.5148906631705,97.91296,101.1561,98.2751,100.6716,100.7085,98.9493,99.16239,101.2868,101.4582,102.3701,101.3369,101.0737,,,100.3651,101.9594,,100.4857,96.87955,,100.6673
1996-04-30,100.6681,101.2941,98.45598,98.66444,98.4800823285221,97.66441,100.9986,98.27845,100.6216,100.6949,99.13087,99.09805,101.2579,101.2109,102.3408,101.6455,101.1093,,,100.3877,101.6094,,100.1967,96.98338,,100.696
1996-05-31,100.659,101.1363,98.65253,98.69807,98.4789745260711,97.46266,100.8503,98.24368,100.5045,100.6414,99.53111,98.95924,101.0591,101.2136,102.3118,102.118,101.0775,,,100.5401,101.1325,,99.92102,97.15005,,100.6753
1996-06-30,100.6783,100.8297,98.78788,98.75977,98.5971601589489,97.3231,100.647,98.23736,100.4222,100.4806,100.0273,98.83996,100.9399,101.3642,102.2839,102.3339,101.0079,,,100.688,100.7986,,99.7814,97.3298,,100.7838
1996-07-31,100.7107,100.4991,98.80326,98.90578,98.8240963306227,97.25976,100.3413,98.29282,100.4356,100.2111,100.4204,98.7537,101.0645,101.619,102.2962,102.1728,100.9259,,,100.8385,100.8123,,99.77104,97.45092,,100.943
1996-08-31,100.7486,100.3475,98.81573,99.13869,98.9349187120177,97.32615,100.128,98.39731,100.4817,100.1142,100.7644,98.7262,101.3298,102.0339,102.3219,101.8428,100.8312,,,100.9918,101.031,,99.91277,97.61976,,101.063
1996-09-30,100.7653,100.3218,98.79806,99.30039,98.9013751266784,97.57994,99.98956,98.43652,100.6706,100.1545,100.9728,98.72335,101.6427,102.4556,102.454,101.3898,100.6877,,,101.1641,101.2692,,100.1322,97.647,,101.1537
1996-10-31,100.7681,100.3751,98.76935,99.34589,98.7810031693736,97.91784,99.84535,98.35905,100.8666,100.4133,101.0379,98.73148,101.9076,102.587,102.5492,100.9464,100.4275,,,101.3071,101.3972,,100.1748,97.71957,,101.2757
1996-11-30,100.7539,100.493,98.7281,99.37642,98.7506737914361,98.21623,99.77624,98.23331,100.9346,100.7681,101.1222,98.81302,102.0908,102.2809,102.5588,100.7503,100.0027,,,101.2943,101.4207,,100.0924,97.69535,,101.3795
1996-12-31,100.7284,100.5286,98.59632,99.26273,98.8825775890295,98.3877,99.73514,98.11357,101.0006,101.2503,101.3057,99.01917,102.1318,101.8618,102.6484,100.8272,99.5535,,,101.2842,101.3528,,100.1413,97.57308,,101.3947
1997-01-31,100.7587,100.6396,98.42995,98.98478,99.1745541810863,98.47701,99.61609,98.05053,101.1349,101.634,101.5018,99.20274,102.2394,101.6074,102.7916,100.9705,99.28514,,,101.4152,101.1905,,100.3165,97.59784,,101.4454
1997-02-28,100.8439,100.5871,98.33069,98.80389,99.418188411714,98.54693,99.36044,97.98038,101.2028,101.683,101.7237,99.31365,102.5222,101.5765,102.9945,100.9349,99.36749,,,101.5409,100.9822,,100.5177,97.78677,,101.5631
1997-03-31,100.9538,100.5113,98.4091,98.7222,99.6737579341137,98.64612,98.7722,98.05695,101.2283,101.7193,101.8888,99.34739,102.6803,101.6435,103.1194,100.7554,99.65485,,,101.6194,100.7711,,100.708,98.17547,,101.6957
1997-04-30,101.0925,100.3191,98.5453,98.761,100.026598979952,98.79645,97.81704,98.20297,101.1192,101.8734,101.9717,99.49807,102.78,101.6533,103.1785,100.6469,99.9695,,,101.6891,100.5832,,100.8889,98.60194,,101.8602
1997-05-31,101.2531,100.0924,98.61536,98.92551,100.331536836962,99.03017,97.21059,98.3218,100.9518,102.1329,101.9138,99.88712,102.9196,101.6974,103.2582,100.6677,100.1801,,,101.6744,100.4192,,101.0665,98.94164,,102.0461
1997-06-30,101.4026,99.94802,98.59202,99.14652,100.686765713549,99.37595,96.87879,98.34351,101.0185,102.5237,101.8037,100.4654,102.9281,101.9948,103.3444,100.774,100.2533,,,101.6919,100.2813,,101.2672,99.11495,,102.2155
1997-07-31,101.5035,99.93189,98.69478,99.34985,101.128910881782,99.76157,96.62953,98.41346,101.1241,102.7393,101.6718,100.7826,102.8549,102.1464,103.4246,101.1792,100.1339,,,101.7619,100.1771,,101.5363,99.23557,,102.3295
1997-08-31,101.5257,100.0526,98.90532,99.54704,101.277799800805,100.0929,96.48435,98.58237,101.1613,102.8139,101.6386,100.9136,102.8615,102.0884,103.5346,101.6228,99.76404,,,101.8481,100.0955,,101.9334,99.43723,,102.3321
1997-09-30,101.5093,100.1866,99.22028,99.65157,101.070298897675,100.2929,96.36371,98.77482,101.0889,102.6554,101.7834,100.9044,102.9662,102.2438,103.7108,101.8612,99.29348,,,101.947,100.0297,,102.4199,99.8344,,102.343
