market,sim,c1,c2,rss_impr_pct,b_MR,b_EX
smi,34,96.9279,100.9927,3.1561,-1.524956,0.017142
smi,35,96.9279,100.5648,3.7358,-1.308573,-0.017531
smi,36,97.3558,101.9198,2.8786,0.075309,-0.450756
smi,37,96.7853,101.9911,3.3409,-3.205764,-0.5142
smi,38,97.7123,101.2067,2.3671,-0.020055,-0.050711
smi,39,97.3558,100.5648,2.8595,0.12875,-0.013332
smi,40,97.0705,101.4919,3.6582,-0.890008,-0.18508
smi,41,97.2131,99.923,4.1262,0.015259,-0.012204
smi,42,96.8566,98.996,2.5778,-0.054374,-0.008953
smi,43,97.0705,101.5632,3.7512,-0.375126,-0.500697
smi,44,99.923,101.9198,3.2424,-0.020512,-1.005384
smi,45,99.5665,101.8485,2.993,-0.016773,-0.327255
smi,46,97.1418,102.0624,3.5655,0.00831,-0.457523
smi,47,96.7853,101.2067,3.4573,-1.702129,-0.144653
smi,48,97.2844,101.3493,5.0678,-0.038425,-0.298653
smi,49,96.8566,100.7075,2.8108,-0.389891,-0.01189
ibex35,0,98.4575,101.7802,2.2188,0.001029,-0.354376
ibex35,1,99.6389,101.7802,3.3824,-0.038467,-0.184791
ibex35,2,97.1284,101.9279,4.8876,-0.050336,-0.911214
ibex35,3,97.7929,100.8203,2.7457,-0.018666,-0.019561
ibex35,4,98.8267,101.2633,3.2289,-0.018182,-0.230625
ibex35,5,97.7191,101.1895,4.5416,0.015352,-0.276472
ibex35,6,96.7592,99.6389,6.1329,-2.501942,-0.028075
ibex35,7,98.9743,100.968,1.6417,-0.01766,-0.01187
ibex35,8,99.1959,101.2633,2.3776,-0.010673,-0.217959
ibex35,9,97.6453,100.5249,3.0555,0.046055,-0.045002
ibex35,10,99.6389,101.7064,3.6721,-0.0099,-0.537012
ibex35,11,99.1959,102.2232,3.7463,-0.091933,-0.923641
ibex35,12,96.833,101.411,6.388,0.095643,-0.239864
ibex35,13,99.3435,101.3372,3.4541,-0.024361,-0.235508
ibex35,14,98.0144,100.968,3.801,0.082202,-0.010297
ibex35,15,97.5714,102.2232,3.6424,-0.112286,-0.491262
ibex35,16,96.833,100.4511,4.3096,-1.111408,-0.085407
ibex35,17,96.833,100.7465,2.9233,-0.085857,-0.012941
ibex35,18,98.3098,101.411,1.8671,0.019708,-0.126872
ibex35,19,97.2761,101.9279,3.7222,-0.853132,-0.318806
ibex35,20,97.2022,101.1157,3.1287,0.326402,-0.036747
ibex35,21,97.2022,101.1895,4.3141,-0.120264,-0.03919
ibex35,22,97.5714,101.1895,3.4822,0.108443,-0.132851
ibex35,23,96.9807,101.6325,2.2449,-1.364476,-0.231452
ibex35,24,96.7592,100.968,2.8972,-1.506426,-0.035022
ibex35,25,97.1284,102.2232,2.1475,0.103515,-1.671611
ibex35,26,98.0144,101.2633,3.3624,-0.008428,-0.084322
ibex35,27,99.8604,101.9279,2.7093,-0.017584,0.180137
ibex35,28,98.5313,101.9279,4.0369,-0.068918,-0.511243
ibex35,29,100.6726,102.6663,3.1024,-0.047538,0.0
ibex35,30,101.1895,103.1831,2.9129,-0.011964,0.0
ibex35,31,96.9807,101.854,2.2224,-1.103029,-0.362998
ibex35,32,99.2697,101.2633,2.5206,-0.004425,-0.20304
ibex35,33,96.9807,101.0418,2.4983,-1.979636,0.00642
ibex35,34,96.7592,99.122,2.8959,-0.979465,-0.010422
ibex35,35,98.0883,102.2232,1.963,-0.006677,-0.878469
ibex35,36,97.0545,101.7802,4.545,-1.280662,-0.251491
ibex35,37,97.2022,101.6325,2.4011,0.081973,-0.428065
ibex35,38,97.1284,99.4174,4.3525,-0.728889,-0.009949
ibex35,39,97.2022,99.1959,2.5959,-0.085666,-0.018094
ibex35,40,98.3098,101.411,4.2737,-0.061385,-0.399733
ibex35,41,96.9807,101.854,2.0767,-1.143741,-0.519264
ibex35,42,97.0545,100.5988,4.0773,-1.358297,-0.02632
ibex35,43,97.2761,99.7866,4.0888,0.02192,-0.018242
ibex35,44,97.2022,99.2697,3.1013,-0.721144,-0.030759
ibex35,45,97.7929,101.1895,1.9098,0.022061,-0.062162
ibex35,46,96.9807,101.7064,0.8372,-1.175535,-0.115695
ibex35,47,98.9005,101.9279,4.3933,-0.03547,-0.207942
ibex35,48,96.7592,101.0418,4.3232,-1.029966,-0.031472
ibex35,49,99.3435,101.854,3.737,-0.0007,-0.584723
jkse,0,98.7244,100.7156,2.629,-0.026826,-0.019507
jkse,1,97.0178,99.4356,3.6586,-1.043916,-0.035513
jkse,2,100.0044,102.1378,1.7257,-0.009436,-0.383518
jkse,3,98.2267,100.8578,3.6745,-0.071247,-0.025026
jkse,4,97.5867,101.7111,3.9457,-0.085804,-0.062907
jkse,5,100.0044,102.0667,2.5801,-0.003886,-0.660917
jkse,6,98.0133,100.0044,4.1429,-0.278533,-0.026666
jkse,7,98.2267,101.1422,3.2583,-0.049294,-0.174885
jkse,8,98.6533,101.7111,5.2132,-0.269488,-0.486347
jkse,9,99.08,101.4978,3.0428,-0.004616,-0.115816
jkse,10,99.2222,101.64,3.1292,-0.000524,-0.528892
jkse,11,99.1511,101.4978,4.1591,-0.020559,-0.336627
jkse,12,98.9378,101.2133,3.2306,0.032078,-0.200176
jkse,13,99.1511,101.7822,5.61,-0.035981,-0.189622
jkse,14,97.8,101.5689,2.5606,0.042631,-0.428072
jkse,15,97.8711,101.8533,3.729,-0.085366,-0.587576
jkse,16,96.8044,101.2133,3.2278,0.277035,-0.135211
jkse,17,96.9467,102.2089,1.9224,-0.97768,0.358978
jkse,18,98.1556,101.1422,3.2859,0.000357,-0.075499
jkse,19,99.5067,101.7111,2.7067,-0.021731,-0.131376
jkse,20,96.9467,99.9333,2.5041,-0.781257,-0.014838
jkse,21,98.0133,100.7156,2.971,-0.054559,-0.018683
jkse,22,99.72,101.9956,3.5275,-0.033005,0.094896
jkse,23,98.0133,101.8533,2.9303,-0.049677,0.086098
jkse,24,99.72,101.9244,3.6913,-0.011904,-0.916497
jkse,25,96.8044,102.1378,2.8507,-0.450956,-0.996706
jkse,26,98.7956,101.3556,2.7317,-0.002186,-0.290842
jkse,27,98.9378,102.1378,2.5957,0.000704,-0.201732
jkse,28,99.5067,102.0667,1.6361,-0.009004,-0.519372
jkse,29,99.7911,101.7822,3.4785,-0.010679,-0.325025
jkse,30,97.3022,101.3556,4.6222,0.022385,-0.302813
jkse,31,96.9467,99.0089,2.221,-1.166557,0.004031
jkse,32,99.4356,101.4267,4.3683,-0.043201,-0.435794
jkse,33,99.2222,101.7822,2.0098,-0.023547,-0.264965
jkse,34,96.8044,101.4267,2.4734,-2.03692,-0.213185
jkse,35,99.72,101.7822,3.1784,-0.025981,-0.216521
jkse,36,97.5867,102.2089,5.3886,-0.279624,-0.261081
jkse,37,97.8,101.0711,2.7768,0.080619,-0.049801
jkse,38,96.8044,101.9956,2.4206,-1.664848,-0.115075
jkse,39,96.8756,101.9956,3.3917,-0.950672,-0.880172
jkse,40,97.8,100.0044,3.4475,-0.139751,-0.009246
jkse,41,97.0178,102.2089,2.9776,-1.080125,-1.173447
jkse,42,97.3022,99.9333,2.7301,0.161297,-0.015861
jkse,43,97.0178,102.1378,2.6978,-1.3881,-0.173616
jkse,44,99.0089,101.8533,2.6695,-0.108518,-0.521766
jkse,45,97.8,100.2178,4.2044,-0.144041,-0.015553
jkse,46,99.08,101.7111,3.5466,-0.021576,-0.211219
jkse,47,100.5022,102.4933,4.2389,-0.017677,0.0
jkse,48,98.0133,101.7822,3.6962,-0.048097,-0.318206
jkse,49,98.5822,100.7867,2.4263,0.055488,-0.032531
aex,0,98.3845,101.5292,3.6243,0.041357,-0.364511
aex,1,97.0682,102.0411,3.3779,-3.658704,-0.728816
aex,2,97.7995,101.6755,3.5796,0.050395,-0.597542
aex,3,97.2144,99.4084,3.0788,0.108852,-0.003738
aex,4,98.7502,101.1635,5.9413,-0.029098,0.039958
aex,5,97.6532,102.2605,3.8618,-0.016608,-0.796151
aex,6,96.8488,102.0411,2.0879,-1.307376,0.102047
aex,7,98.2383,102.2605,2.3561,0.011301,-0.06088
aex,8,97.1413,101.5292,3.222,0.016013,-0.418941
aex,9,98.092,101.4561,4.3529,-0.020861,-0.259992
aex,10,98.9696,101.8948,5.1702,-0.060035,-0.291487
aex,11,97.0682,101.6755,3.0955,-0.796524,-0.284119
aex,12,96.8488,99.6278,3.5333,-1.67276,-0.016235
aex,13,99.2621,102.2605,5.6071,-0.037396,0.186265
aex,14,96.7757,101.5292,3.4033,0.833825,-0.156371
aex,15,97.0682,101.8948,4.5363,-0.182318,-0.21077
aex,16,96.8488,101.7486,1.6492,0.119961,-0.145681
aex,17,99.5546,102.1874,3.3663,-0.015788,-0.321731
aex,18,97.7264,99.9934,2.9037,-0.039846,0.002283
aex,19,99.774,101.7486,2.9268,0.011609,-0.538902
aex,20,97.0682,101.5292,2.5219,-0.840079,-0.16002
aex,21,100.4322,102.4068,1.9999,-0.027195,0.0
aex,22,97.2144,102.0411,1.7666,-0.032963,-0.278003
aex,23,97.0682,101.3829,3.5659,1.05344,-0.179581
aex,24,96.9219,99.3353,4.1043,0.035802,-0.024183
aex,25,96.8488,101.7486,3.4047,-0.463346,-0.269366
aex,26,97.3607,101.4561,4.8641,-0.26251,-0.132345
aex,27,98.6771,102.1142,4.2442,-0.066062,-0.391078
aex,28,96.9219,102.0411,2.4757,-1.277411,-0.376213
aex,29,97.5801,101.0904,3.6485,-0.017132,-0.016251
aex,30,98.092,101.8948,5.2087,-0.135549,-0.463331
aex,31,96.9219,101.7486,4.1116,-0.563347,-0.255948
aex,32,96.7757,101.0904,2.6103,0.472755,0.026337
aex,33,98.1652,101.2367,2.2262,0.017048,-0.07346
aex,34,99.1159,101.6023,4.3599,-0.029891,-0.231655
aex,35,96.9219,101.6023,3.5066,-1.19158,-0.226171
aex,36,97.7264,101.8217,3.0363,0.00846,-0.519465
aex,37,96.8488,101.2367,4.4337,-0.666995,-0.247164
aex,38,99.5546,102.2605,4.5809,-0.047211,1.498496
aex,39,99.4815,101.8948,3.9327,-0.021698,-0.82029
aex,40,98.0189,102.2605,2.4233,-0.034086,-0.64123
aex,41,98.3114,101.3098,3.9742,-0.011906,-0.528828
aex,42,98.2383,101.3098,3.1915,-0.026235,-0.080923
aex,43,96.9219,101.8948,3.5804,-1.564907,-0.354764
aex,44,99.3353,101.4561,2.749,0.000399,-0.449933
aex,45,98.0189,101.2367,4.6395,0.030706,-0.207415
aex,46,97.8726,102.1142,3.8562,-0.044501,-0.090623
aex,47,99.3353,101.8948,2.4994,-0.000128,-0.393734
aex,48,96.9219,102.2605,5.3002,-2.570594,-0.22441
aex,49,99.0427,102.2605,3.836,-0.082946,-4.156277
merval,0,96.9826,98.9655,2.8225,-0.78377,-0.000149
merval,1,98.2791,102.0922,4.9351,0.011247,-0.403006
merval,2,99.118,102.0922,7.0125,0.003267,-0.448293
merval,3,96.9064,101.2533,3.9559,-0.962282,-0.194053
merval,4,98.2028,102.016,2.9552,-0.020547,-0.25761
merval,5,98.0503,101.2533,4.871,0.009709,-0.36035
merval,6,98.4316,101.5584,5.7833,-0.008454,-0.43304
merval,7,98.8129,101.9397,2.2158,0.000633,-0.478166
merval,8,96.9826,98.9655,3.4303,-0.433621,-0.023746
merval,9,98.0503,100.3382,3.3205,0.002348,-0.002521
merval,10,96.9064,101.4059,4.1417,0.603185,-0.17589
merval,11,97.2877,101.1771,1.2831,0.035774,0.026162
merval,12,97.7453,100.4907,6.3769,-0.020694,-0.004109
merval,13,98.3554,102.2447,3.3805,0.011324,-1.046585
merval,14,99.7281,101.8634,3.8406,-0.008176,-0.65135
merval,15,97.1352,101.1008,2.712,-0.002813,-0.012196
merval,16,96.9064,100.4144,4.5388,-1.065169,-0.007653
merval,17,98.8892,101.9397,3.2728,-0.017121,-0.058296
merval,18,99.0417,102.2447,3.5865,-0.032999,-1.566113
merval,19,98.8129,102.0922,3.2037,0.010197,-0.369524
merval,20,97.7453,101.1008,3.5275,0.013731,-0.005547
merval,21,97.669,101.8634,3.6718,0.039252,-0.486737
merval,22,97.0589,102.2447,4.3096,-0.930733,-1.958154
merval,23,97.0589,101.7872,5.4492,-0.895608,-0.097931
merval,24,98.4316,101.8634,3.23,0.010553,-0.801232
merval,25,96.7538,101.7872,4.0481,-1.845246,-0.223478
merval,26,98.7367,102.1685,6.9031,0.00478,-1.442156
merval,27,97.3639,101.9397,4.8506,0.025779,-0.846942
merval,28,96.7538,102.2447,2.5438,-0.179983,-0.242471
merval,29,96.9064,101.6346,3.653,-0.021188,-0.633535
merval,30,96.9064,100.3382,2.7811,-1.808771,0.024739
merval,31,96.7538,101.7109,3.056,-1.740959,-0.240742
merval,32,97.1352,99.118,3.351,0.097495,-0.010216
merval,33,98.6604,101.1008,3.9011,0.00955,-0.00281
merval,34,97.0589,101.1008,3.1883,-0.44332,0.018301
merval,35,98.6604,100.6432,3.1628,-0.019085,-0.01024
merval,36,98.8129,100.7958,5.8116,0.008571,0.000512
merval,37,97.7453,99.7281,2.353,0.007509,-0.005191
merval,38,97.1352,100.7195,2.7504,-0.02571,-0.00059
merval,39,97.0589,100.872,4.7712,-0.675411,-0.009694
merval,40,98.4316,101.7872,1.6402,-0.01222,-0.131888
merval,41,96.9064,102.1685,3.3967,-0.421499,-0.591145
merval,42,97.2114,100.0331,3.2076,-0.047025,0.002154
merval,43,98.3554,101.1008,4.1305,-0.015534,-0.008612
merval,44,99.1942,101.5584,3.0501,-0.004905,-0.180758
merval,45,97.5927,102.2447,5.67,-0.003714,-0.774248
merval,46,98.8892,101.4059,2.6307,-0.007324,-0.220814
merval,47,97.3639,101.1771,2.8009,-0.119717,-0.037103
merval,48,98.2028,102.1685,4.4741,-0.043877,-1.087893
merval,49,98.2028,101.7872,3.2221,0.008292,-0.593535
set,0,99.8803,101.9448,3.5128,-0.040948,-0.613696
set,1,97.357,100.3391,3.4851,-0.121549,-0.052396
set,2,98.1981,101.9448,3.6454,0.034306,-0.433349
set,3,98.1216,101.5625,3.234,-0.044719,-0.442741
set,4,98.5039,101.3331,5.7505,-0.067862,-0.042542
set,5,96.9746,101.8684,5.1274,-0.778315,-0.59194
set,6,97.2805,100.8743,7.0235,-0.539166,-0.038448
set,7,100.1097,102.2507,4.6803,-0.03316,-0.198633
set,8,96.8982,101.639,4.3884,-0.317027,-0.169465
set,9,98.8863,101.0273,4.1407,-0.038293,-0.089894
set,10,98.8098,101.639,4.0398,-0.021911,-0.253862
set,11,96.7453,98.8098,2.4407,-3.46662,-0.025969
set,12,97.5864,100.1097,4.8632,-0.39609,-0.048483
set,13,98.6569,101.1802,3.2865,0.001524,-0.048225
set,14,98.4275,101.7155,6.9153,-0.166099,-0.919542
set,15,96.8982,100.7979,4.9803,0.062219,-0.003764
set,16,98.8863,101.8684,4.2224,-0.06112,-0.419656
set,17,98.6569,101.2567,2.5233,-0.022823,-0.256807
set,18,98.5804,101.1037,7.5525,-0.069091,-0.075672
set,19,96.7453,98.8863,3.072,0.456387,-0.052902
set,20,97.1276,100.9508,5.0486,0.200624,-0.103873
set,21,98.8863,100.8743,4.7367,-0.07979,-0.073504
set,22,96.7453,101.9448,3.3829,-1.298847,-0.564342
set,23,98.8863,101.5625,2.6783,-0.019381,-0.148586
set,24,98.0452,100.6449,5.425,-0.53606,-0.12956
set,25,98.8098,101.8684,3.1726,0.041572,-1.444458
set,26,96.7453,100.0332,5.5521,-2.126305,0.003699
set,27,97.7393,102.0978,3.6439,-0.053995,-1.338612
set,28,98.351,102.1742,2.73,0.036018,-0.815602
set,29,97.0511,99.0392,3.927,-1.095255,-0.032974
set,30,96.8982,99.8803,4.5585,0.400864,-0.030101
set,31,96.7453,101.8684,2.7996,1.392048,-0.546861
set,32,97.0511,101.3331,5.3797,-1.904777,-0.106421
set,33,101.4861,103.4741,3.8524,-0.045016,0.0
set,34,97.7393,101.7919,5.0343,-0.468503,-0.167228
set,35,98.9627,101.7919,4.0354,0.016667,-0.195259
set,36,99.1921,101.2567,4.5456,-0.059772,-0.292041
set,37,97.7393,100.1097,3.0896,-0.057063,-0.014123
set,38,99.1157,101.1037,2.8103,-0.037271,-0.11353
set,39,98.2745,100.3391,3.1656,0.028191,-0.017072
set,40,97.204,100.7979,5.4045,-0.55094,-0.125829
set,41,97.7393,101.1802,3.4556,-0.04087,-0.099137
set,42,99.8803,101.8684,3.8834,-0.035743,-0.538881
set,43,101.7155,103.7035,5.902,-0.037978,0.0
set,44,98.1981,101.7155,2.9408,0.037128,-0.320571
set,45,98.0452,101.4861,5.0117,-0.065332,-0.219645
set,46,99.1157,101.2567,3.9524,-0.003712,-0.270549
set,47,96.9746,100.3391,4.7699,-0.196932,-0.024368
set,48,96.7453,101.1802,4.3217,-0.781738,-0.095938
set,49,99.2686,101.9448,4.7742,-0.045789,-0.948194
hscei,0,97.2022,101.1157,3.4435,-0.13571,-0.099134
hscei,1,96.9807,101.3372,4.324,-1.253029,-0.355434
hscei,2,99.3435,101.4848,5.5041,-0.081471,-0.272318
hscei,3,99.7866,101.7802,5.4634,-0.093882,-0.218376
hscei,4,96.9807,99.4174,2.7733,-0.260316,-0.01932
hscei,5,98.236,102.2232,2.1641,-0.070033,-0.71221
hscei,6,97.0545,101.0418,2.4286,-0.881876,-0.045356
hscei,7,99.0482,101.2633,2.9831,-0.057034,-0.20772
hscei,8,98.7528,101.2633,3.0967,-0.021033,-0.082937
hscei,9,98.8267,101.5587,3.3304,-0.015842,-0.178242
hscei,10,96.9807,101.7802,3.8636,-0.53259,-0.323615
hscei,11,96.7592,100.7465,3.8733,-1.469692,-0.048421
hscei,12,97.6453,99.6389,6.6656,-0.150274,-0.083154
hscei,13,97.6453,100.5249,4.2864,-0.20301,-0.044058
hscei,14,98.6052,101.0418,3.1568,-0.009388,0.005008
hscei,15,97.2022,99.4174,2.4551,-0.052907,-0.029896
hscei,16,99.2697,101.2633,3.4217,-0.077797,-0.225638
hscei,17,97.2761,100.5249,3.0908,0.030247,0.001016
hscei,18,98.6052,101.1157,5.5473,-0.167424,0.010508
hscei,19,96.9807,99.122,2.646,-1.821833,-0.018433
hscei,20,96.833,102.1494,3.2184,0.599997,-1.160987
hscei,21,96.9807,102.0756,4.0716,-1.785106,-0.95332
hscei,22,98.8267,101.1895,5.5522,-0.046377,-0.155033
hscei,23,97.7191,101.1157,4.6376,0.095982,-0.087095
hscei,24,98.4575,101.3372,2.864,0.000642,-0.151103
hscei,25,97.0545,99.4174,2.718,-1.153057,-0.033779
hscei,26,97.0545,101.6325,4.8586,0.357882,-0.498277
hscei,27,99.1959,101.5587,2.7469,-0.069538,-0.388419
hscei,28,99.7866,102.1494,3.8035,-0.032554,-0.617959
hscei,29,97.5714,99.5651,4.2367,-0.006423,-0.018684
hscei,30,98.5313,100.6726,4.5263,0.001635,-0.004687
hscei,31,96.833,102.2232,2.6204,-1.131259,-0.417125
hscei,32,98.679,100.6726,4.9622,0.012337,-0.055014
hscei,33,98.7528,101.3372,3.8394,-0.049346,-0.088035
hscei,34,98.9005,101.4848,3.1501,-0.01637,-0.069138
hscei,35,99.1959,102.2232,2.6792,-0.040289,-0.86196
hscei,36,97.0545,101.9279,4.4244,-0.486378,-0.331918
hscei,37,97.6453,100.968,4.0186,-0.117289,-0.0323
hscei,38,99.2697,101.4848,5.3547,-0.072417,-0.091414
hscei,39,99.0482,101.854,3.8991,-0.041532,-0.616299
hscei,40,97.7191,101.3372,3.701,0.052912,-0.192796
hscei,41,96.7592,102.0756,3.5773,-0.675922,-0.002175
hscei,42,97.5714,101.7802,1.7795,0.025135,0.151049
hscei,43,97.7929,99.8604,3.9758,0.095918,-0.003777
hscei,44,96.9807,98.9743,6.0303,-1.525311,-0.012767
hscei,45,97.5714,101.3372,4.2189,0.055181,-0.449409
hscei,46,98.9743,101.7802,4.0706,-0.028911,-0.315532
hscei,47,96.7592,100.5988,2.0863,-1.303074,-0.005749
hscei,48,101.6325,103.6262,3.8128,-0.060748,0.0
hscei,49,99.4912,101.4848,3.1701,-0.038877,-0.039207
lq45,0,97.1188,101.4065,4.0062,-0.115781,-0.202445
lq45,1,101.1002,103.0909,4.5847,-0.077424,0.0
lq45,2,98.6501,101.5596,3.0294,-0.025953,-0.354014
lq45,3,97.0422,101.7893,3.5811,-0.619418,-0.221526
lq45,4,96.8891,99.1095,3.6066,-1.512772,-0.061933
lq45,5,97.0422,101.5596,2.3225,-1.202077,0.02421
lq45,6,97.5782,101.8659,3.1886,0.035467,-0.36937
lq45,7,97.7313,102.019,3.8257,0.123412,-0.525537
lq45,8,97.1188,101.4065,5.4315,-0.102622,-0.165813
lq45,9,99.6455,101.7893,3.4164,-0.039328,-0.507554
lq45,10,96.9657,101.2533,3.2324,-1.218383,-0.173325
lq45,11,97.3485,101.4065,3.833,-0.091814,-0.070372
lq45,12,96.8125,98.8798,4.1851,-2.979185,-0.063211
lq45,13,99.3392,101.5596,2.6972,-0.050538,0.228491
lq45,14,97.7313,101.1768,2.8192,0.059693,-0.104963
lq45,15,101.4065,103.3972,5.3861,-0.039524,0.0
lq45,16,99.0329,101.4065,4.813,-0.086315,-0.190628
lq45,17,97.8079,101.6362,2.8861,-0.034926,-0.528175
lq45,18,100.1048,102.0956,4.1385,-0.072287,-1.099725
lq45,19,98.6501,101.8659,5.7599,-0.09221,-0.325244
lq45,20,99.0329,101.6362,3.1754,-0.005879,-0.188222
lq45,21,98.5735,101.7893,3.1376,0.014054,-0.802497
lq45,22,96.8125,98.8032,5.8559,1.318524,-0.028451
lq45,23,97.7313,102.019,3.1722,0.046626,-0.58003
lq45,24,96.8125,101.9424,4.1981,-1.817201,-0.158012
lq45,25,99.4923,101.483,3.5372,-0.038553,-0.500145
lq45,26,98.5735,100.7939,4.5895,0.019843,-0.080236
lq45,27,98.3438,101.7127,6.4646,-0.159058,-0.311046
lq45,28,97.1954,101.7893,2.945,-0.042173,-0.330952
lq45,29,96.9657,101.1768,4.4758,-0.72462,-0.148364
lq45,30,97.3485,100.7174,6.0386,-0.0788,-0.010562
lq45,31,97.2719,99.5689,4.3489,-0.018831,-0.013512
lq45,32,98.6501,101.1768,2.9701,-0.045125,-0.220758
lq45,33,99.4923,101.5596,2.9924,-0.018854,-0.127521
lq45,34,99.1095,101.9424,3.1101,-0.012218,-0.500269
lq45,35,100.8705,102.8612,2.9663,-0.034054,0.0
lq45,36,99.7986,102.0956,5.5427,0.015267,-1.46852
lq45,37,97.8079,102.1721,3.6552,0.007406,-0.421715
lq45,38,97.2719,102.2487,5.1668,-0.032759,-1.490656
lq45,39,97.2719,101.7893,3.306,0.088312,-0.375079
lq45,40,97.0422,100.4877,2.5645,-1.27924,0.007893
lq45,41,96.8891,102.1721,4.8166,0.064249,-0.909392
lq45,42,99.4158,101.4065,4.8334,-0.095458,-0.228304
lq45,43,99.7986,101.7893,4.1656,-0.034897,-0.44437
lq45,44,98.0376,100.4877,2.6692,-0.021933,-0.018798
lq45,45,97.0422,99.722,2.9941,-0.627021,-0.01259
lq45,46,97.8079,101.1002,4.1714,0.135507,-0.027477
lq45,47,97.0422,100.258,3.6479,-1.274503,-0.010235
lq45,48,99.4158,101.7893,3.1573,-0.068074,-0.38716
lq45,49,96.8125,101.1768,4.6038,-1.74268,-0.058662
ipc,0,96.9556,98.9056,2.6493,-1.442054,-0.000435
ipc,1,98.7611,102.0111,2.4061,-0.003193,-0.022964
ipc,2,97.3889,101.2167,4.4238,0.072878,-0.183689
ipc,3,97.1,99.6278,3.1446,-0.12242,-0.008104
ipc,4,97.1722,101.7222,3.5092,-0.072124,-0.182504
ipc,5,99.1222,101.8667,3.5604,-0.058302,-0.669136
ipc,6,96.8833,100.35,2.4488,1.552016,-0.025379
ipc,7,97.1722,100.7111,3.4873,-0.129869,-0.022078
ipc,8,97.1722,101.8667,3.3155,-0.036868,-0.17704
ipc,9,98.5444,102.1556,1.6633,-0.012471,-0.395832
ipc,10,96.8833,100.8556,3.4588,-0.673557,-0.023874
ipc,11,98.3278,100.5667,3.9958,0.007867,-0.014537
ipc,12,97.1722,101.7944,5.0147,-0.045425,-0.751678
ipc,13,99.1944,101.65,2.8292,-0.015929,-0.345758
ipc,14,97.75,100.8556,3.3718,0.016194,-0.005289
ipc,15,96.8833,102.1556,4.0437,-0.522319,-0.598363
ipc,16,96.9556,101.7944,3.2851,-1.062655,-0.32649
ipc,17,97.75,101.2889,3.0501,-0.001744,-0.207692
ipc,18,98.6889,100.7833,2.5381,0.006529,0.00846
ipc,19,97.1,101.4333,2.5644,-0.088975,-0.099176
ipc,20,98.6889,101.0722,3.2055,-0.019119,0.017646
ipc,21,97.0278,102.0111,4.4113,-0.699309,-0.830503
ipc,22,99.1944,101.3611,4.1432,-0.003693,-0.085819
ipc,23,99.4111,101.7944,4.0191,-0.005756,-1.168643
ipc,24,99.05,101.4333,4.6875,-0.032121,-0.124091
ipc,25,98.0389,100.7833,5.3268,-0.052083,0.005035
ipc,26,98.8333,101.7222,4.0244,0.014121,-0.610973
ipc,27,97.1,100.5667,3.8379,-0.134225,-0.014504
ipc,28,96.8833,101.65,1.8343,-1.714122,-0.332005
ipc,29,97.1722,101.7944,1.9248,-0.066414,-0.086356
ipc,30,97.3889,99.8444,2.644,-0.076643,0.002828
ipc,31,99.7,102.2278,3.4047,-0.027291,0.24042
ipc,32,100.2778,102.2278,2.2159,0.007863,-0.338966
ipc,33,99.1222,102.1556,3.8026,0.008541,-0.256985
ipc,34,98.2556,101.65,2.7886,0.013708,-0.265033
ipc,35,97.3889,101.0,4.2541,-0.122417,-0.053745
ipc,36,97.1,101.2167,3.0161,-0.08646,-0.243795
ipc,37,96.9556,99.7722,4.1136,-0.554242,-0.016584
ipc,38,97.0278,101.3611,2.5858,-0.936349,-0.163743
ipc,39,98.4,101.2167,2.9691,-0.027443,-0.267903
ipc,40,96.8111,102.2278,2.171,2.067623,-0.980423
ipc,41,99.1222,101.5778,2.8209,-0.00583,-0.12572
ipc,42,100.0611,102.0111,2.8495,0.004526,-0.558392
ipc,43,97.1,101.7944,1.54,0.121396,-0.1858
ipc,44,97.3167,101.1444,2.5985,-0.018067,-0.029095
ipc,45,99.1944,101.1444,5.7827,-0.013414,0.003676
ipc,46,98.9056,101.8667,6.2373,-0.01442,-0.035884
ipc,47,98.2556,100.4222,3.1295,0.030773,-0.010826
ipc,48,99.4111,101.5778,4.4633,-0.017291,-0.386953
ipc,49,97.0278,101.3611,3.8986,-0.226696,-0.284819
kospi,0,98.5039,101.1037,4.1015,-0.000649,-0.014425
kospi,1,96.8982,99.0392,6.7046,-1.427043,-0.001757
kospi,2,99.1157,101.4861,3.1151,-0.007625,-0.239622
kospi,3,97.1276,100.1862,5.6457,-0.247256,-0.098708
kospi,4,98.351,101.4096,3.8308,-0.076655,-0.378917
kospi,5,99.1157,101.1802,3.6601,-0.010024,0.057757
kospi,6,99.8803,101.8684,3.4585,-0.016098,-0.249203
kospi,7,97.357,101.5625,4.533,-0.432759,-0.439257
kospi,8,96.7453,101.8684,6.359,-0.398107,-0.888031
kospi,9,97.0511,99.1921,3.7222,-1.277584,-0.001519
kospi,10,97.204,101.8684,3.9853,-0.058501,-0.307993
kospi,11,97.8922,101.7919,5.9068,0.04811,-0.592858
kospi,12,97.8922,101.3331,2.9588,-0.000592,-0.178156
kospi,13,96.8982,100.9508,2.9475,-1.262833,0.005139
kospi,14,99.1921,101.8684,2.9711,-0.029045,-0.587404
kospi,15,98.2745,101.2567,3.6161,-0.038441,-0.016751
kospi,16,97.0511,102.0978,4.9478,-1.410586,-1.479491
kospi,17,97.357,101.9448,2.7308,0.024191,-0.149681
kospi,18,98.8863,101.7155,2.3276,-0.023504,-0.239546
kospi,19,98.351,100.6449,3.6837,-0.001997,-0.011915
