date,price
2019-06-05,16212.7001953125
2019-06-06,16227.7998046875
2019-06-07,16231.0
2019-06-10,16216.2998046875
2019-06-11,16248.7998046875
2019-06-12,16227.2001953125
2019-06-13,16239.2998046875
2019-06-14,16301.900390625
2019-06-17,16353.5
2019-06-18,16503.400390625
2019-06-19,16511.80078125
2019-06-20,16574.80078125
2019-06-21,16525.400390625
2019-06-24,16523.5
2019-06-25,16371.2998046875
2019-06-26,16312.2001953125
2019-06-27,16307.7001953125
2019-06-28,16382.2001953125
2019-07-02,16471.30078125
2019-07-03,16576.19921875
2019-07-04,16588.900390625
2019-07-05,16542.0
2019-07-08,16463.0
2019-07-09,16545.19921875
2019-07-10,16563.30078125
2019-07-11,16527.900390625
2019-07-12,16488.099609375
2019-07-15,16510.80078125
2019-07-16,16502.400390625
2019-07-17,16484.19921875
2019-07-18,16494.19921875
2019-07-19,16485.900390625
2019-07-22,16518.900390625
2019-07-23,16572.69921875
2019-07-24,16611.80078125
2019-07-25,16488.19921875
2019-07-26,16531.0
2019-07-29,16492.19921875
2019-07-30,16466.099609375
2019-07-31,16406.599609375
2019-08-01,16377.0
2019-08-02,16271.7001953125
2019-08-06,16149.5
2019-08-07,16265.2001953125
2019-08-08,16404.5
2019-08-09,16341.2998046875
2019-08-12,16237.7998046875
2019-08-13,16350.7998046875
2019-08-14,16045.900390625
2019-08-15,16012.5
2019-08-16,16149.7998046875
2019-08-19,16304.099609375
2019-08-20,16213.2998046875
2019-08-21,16309.2001953125
2019-08-22,16253.5
2019-08-23,16037.599609375
2019-08-26,16098.7998046875
2019-08-27,16183.599609375
2019-08-28,16271.7001953125
2019-08-29,16384.5
2019-08-30,16442.099609375
2019-09-03,16399.19921875
2019-09-04,16448.80078125
2019-09-05,16574.80078125
2019-09-06,16535.30078125
2019-09-09,16495.099609375
2019-09-10,16537.30078125
2019-09-11,16611.099609375
2019-09-12,16643.30078125
2019-09-13,16682.400390625
2019-09-16,16751.30078125
2019-09-17,16834.80078125
2019-09-18,16800.30078125
2019-09-19,16858.400390625
2019-09-20,16899.69921875
2019-09-23,16867.19921875
2019-09-24,16798.30078125
2019-09-25,16784.30078125
2019-09-26,16790.400390625
2019-09-27,16694.30078125
2019-09-30,16658.599609375
2019-10-01,16447.69921875
2019-10-02,16311.0
2019-10-03,16369.0
2019-10-04,16449.400390625
2019-10-07,16421.80078125
2019-10-08,16294.0
2019-10-09,16379.900390625
2019-10-10,16422.69921875
2019-10-11,16415.19921875
2019-10-15,16418.400390625
2019-10-16,16427.19921875
2019-10-17,16426.30078125
2019-10-18,16377.099609375
2019-10-21,16418.5
2019-10-22,16391.5
2019-10-23,16335.900390625
2019-10-24,16369.2998046875
2019-10-25,16404.5
2019-10-28,16387.5
2019-10-29,16418.099609375
2019-10-30,16501.400390625
2019-10-31,16483.19921875
2019-11-01,16594.099609375
2019-11-04,16669.80078125
2019-11-05,16681.900390625
2019-11-06,16745.599609375
2019-11-07,16805.80078125
2019-11-08,16877.400390625
2019-11-11,16882.80078125
2019-11-12,16909.400390625
2019-11-13,16958.0
2019-11-14,16972.19921875
2019-11-15,17028.5
2019-11-18,17025.099609375
2019-11-19,17011.400390625
2019-11-20,17005.80078125
2019-11-21,16999.19921875
2019-11-22,16954.80078125
2019-11-25,17032.900390625
2019-11-26,17035.900390625
2019-11-27,17100.599609375
2019-11-28,17114.5
2019-11-29,17040.19921875
2019-12-02,16981.5
2019-12-03,16892.19921875
2019-12-04,16897.30078125
2019-12-05,16854.900390625
2019-12-06,16997.0
2019-12-09,16950.900390625
2019-12-10,16950.69921875
2019-12-11,16939.599609375
2019-12-12,16946.900390625
2019-12-13,17003.099609375
2019-12-16,17056.400390625
2019-12-17,17075.19921875
2019-12-18,17032.0
2019-12-19,17064.0
2019-12-20,17118.400390625
2019-12-23,17128.69921875
2019-12-24,17180.19921875
2019-12-27,17168.19921875
2019-12-30,17098.599609375
2019-12-31,17063.400390625
2020-01-02,17100.0
2020-01-03,17066.099609375
2020-01-06,17105.5
2020-01-07,17168.099609375
2020-01-08,17167.80078125
2020-01-09,17235.599609375
2020-01-10,17234.5
2020-01-13,17293.400390625
2020-01-14,17352.900390625
2020-01-15,17415.19921875
2020-01-16,17484.80078125
2020-01-17,17559.0
2020-01-20,17597.400390625
2020-01-21,17572.30078125
2020-01-22,17599.900390625
2020-01-23,17621.80078125
2020-01-24,17565.30078125
2020-01-27,17442.5
2020-01-28,17500.900390625
2020-01-29,17511.80078125
2020-01-30,17490.599609375
2020-01-31,17318.5
2020-02-03,17379.80078125
2020-02-04,17512.69921875
2020-02-05,17651.599609375
2020-02-06,17757.5
2020-02-07,17655.5
2020-02-10,17740.599609375
2020-02-11,17777.099609375
2020-02-12,17832.900390625
2020-02-13,17821.19921875
2020-02-14,17848.400390625
2020-02-18,17858.30078125
2020-02-19,17925.400390625
2020-02-20,17944.099609375
2020-02-21,17843.5
2020-02-24,17562.69921875
2020-02-25,17177.400390625
2020-02-26,17041.900390625
2020-02-27,16717.400390625
2020-02-28,16263.099609375
2020-03-02,16553.30078125
2020-03-03,16423.599609375
2020-03-04,16779.5
2020-03-05,16554.0
2020-03-06,16175.0
2020-03-09,14514.2001953125
2020-03-10,14958.099609375
2020-03-11,14270.099609375
2020-03-12,12508.5
2020-03-13,13716.2998046875
2020-03-16,12360.400390625
2020-03-17,12685.2001953125
2020-03-18,11721.400390625
2020-03-19,12170.5
2020-03-20,11851.7998046875
2020-03-23,11228.5
2020-03-24,12571.099609375
2020-03-25,13139.2001953125
2020-03-26,13371.2001953125
2020-03-27,12687.7001953125
2020-03-30,13038.5
2020-03-31,13378.7998046875
2020-04-01,12876.400390625
2020-04-02,13097.7998046875
2020-04-03,12938.2998046875
2020-04-06,13592.7001953125
2020-04-07,13614.099609375
2020-04-08,13925.7001953125
2020-04-09,14166.599609375
2020-04-13,14075.900390625
2020-04-14,14258.400390625
2020-04-15,13958.599609375
2020-04-16,13899.2998046875
2020-04-17,14359.900390625
2020-04-20,14388.2998046875
2020-04-21,13940.099609375
2020-04-22,14288.2001953125
2020-04-23,14251.099609375
2020-04-24,14420.400390625
2020-04-27,14642.099609375
2020-04-28,14798.2998046875
2020-04-29,15228.099609375
2020-04-30,14780.7001953125
2020-05-01,14620.2998046875
2020-05-04,14745.0
2020-05-05,14811.599609375
2020-05-06,14830.7001953125
2020-05-07,14833.7001953125
2020-05-08,14966.599609375
2020-05-11,15103.2001953125
2020-05-12,14881.2001953125
2020-05-13,14503.2001953125
2020-05-14,14509.7001953125
2020-05-15,14638.900390625
2020-05-19,14885.5
2020-05-20,14997.599609375
2020-05-21,14884.900390625
2020-05-22,14913.599609375
2020-05-25,15075.400390625
2020-05-26,15148.099609375
2020-05-27,15272.0
2020-05-28,15262.7001953125
2020-05-29,15192.7998046875
2020-06-01,15236.2001953125
2020-06-02,15394.400390625
2020-06-03,15575.099609375
2020-06-04,15527.900390625
2020-06-05,15854.099609375
2020-06-08,15974.900390625
2020-06-09,15833.7001953125
2020-06-10,15701.2998046875
2020-06-11,15050.900390625
2020-06-12,15256.599609375
2020-06-15,15359.7001953125
2020-06-16,15515.7998046875
2020-06-17,15428.7001953125
2020-06-18,15479.7998046875
2020-06-19,15474.2001953125
2020-06-22,15516.900390625
2020-06-23,15564.7998046875
2020-06-24,15294.400390625
2020-06-25,15446.099609375
2020-06-26,15189.0
2020-06-29,15389.7001953125
2020-06-30,15515.2001953125
2020-07-02,15622.400390625
2020-07-03,15596.7998046875
2020-07-06,15669.7001953125
2020-07-07,15595.5
2020-07-08,15629.2001953125
2020-07-09,15568.599609375
2020-07-10,15713.7998046875
2020-07-13,15639.400390625
2020-07-14,15908.5
2020-07-15,16063.2998046875
2020-07-16,16024.5
2020-07-17,16123.5
2020-07-20,16183.7001953125
2020-07-21,16163.0
2020-07-22,16171.099609375
2020-07-23,16018.7001953125
2020-07-24,15997.099609375
2020-07-27,16161.2998046875
2020-07-28,16121.2998046875
2020-07-29,16294.7001953125
2020-07-30,16299.2998046875
2020-07-31,16169.2001953125
2020-08-04,16368.0
2020-08-05,16501.599609375
2020-08-06,16579.099609375
2020-08-07,16544.5
2020-08-10,16605.5
2020-08-11,16497.0
2020-08-12,16575.30078125
2020-08-13,16530.099609375
2020-08-14,16514.599609375
2020-08-17,16656.099609375
2020-08-18,16626.099609375
2020-08-19,16577.400390625
2020-08-20,16606.80078125
2020-08-21,16517.900390625
2020-08-24,16626.599609375
2020-08-25,16617.5
2020-08-26,16790.0
2020-08-27,16731.5
2020-08-28,16705.80078125
2020-08-31,16514.400390625
2020-09-01,16645.0
2020-09-02,16698.0
2020-09-03,16448.900390625
2020-09-04,16218.0
2020-09-08,16099.5
2020-09-09,16383.599609375
2020-09-10,16185.2998046875
2020-09-11,16222.5
2020-09-14,16360.099609375
2020-09-15,16431.30078125
2020-09-16,16295.7001953125
2020-09-17,16246.7001953125
2020-09-18,16199.0
2020-09-21,15981.7998046875
2020-09-22,16142.900390625
2020-09-23,15817.099609375
2020-09-24,15912.2998046875
2020-09-25,16065.400390625
2020-09-28,16242.7998046875
2020-09-29,16211.5
2020-09-30,16121.400390625
2020-10-01,16184.5
2020-10-02,16199.2998046875
2020-10-05,16410.19921875
2020-10-06,16236.099609375
2020-10-07,16428.30078125
2020-10-08,16534.5
2020-10-09,16562.80078125
2020-10-13,16510.80078125
2020-10-14,16455.400390625
2020-10-15,16501.0
2020-10-16,16438.80078125
2020-10-19,16274.099609375
2020-10-20,16273.2998046875
2020-10-21,16230.2001953125
2020-10-22,16279.400390625
2020-10-23,16304.099609375
2020-10-26,16079.599609375
2020-10-27,16020.900390625
2020-10-28,15586.599609375
