date,price
2016-12-19,999.739990234375
2016-12-20,1002.2999877929688
2016-12-21,1002.969970703125
2016-12-22,1005.72998046875
2016-12-23,1007.3699951171875
2016-12-27,1011.75
2016-12-28,1012.8099975585938
2016-12-29,1016.6900024414062
2016-12-30,1015.8800048828125
2017-01-03,1030.8900146484375
2017-01-04,1025.780029296875
2017-01-05,1034.989990234375
2017-01-06,1037.5899658203125
2017-01-09,1031.5
2017-01-10,1026.300048828125
2017-01-11,1034.27001953125
2017-01-12,1024.949951171875
2017-01-13,1039.6800537109375
2017-01-17,1033.550048828125
2017-01-18,1030.3499755859375
2017-01-19,1033.5
2017-01-20,1033.489990234375
2017-01-23,1026.280029296875
2017-01-24,1024.9599609375
2017-01-25,1038.8399658203125
2017-01-26,1044.7099609375
2017-01-27,1052.6199951171875
2017-01-30,1048.1500244140625
2017-01-31,1049.56005859375
2017-02-01,1061.1300048828125
2017-02-02,1055.489990234375
2017-02-03,1060.7900390625
2017-02-06,1053.77001953125
2017-02-07,1052.3800048828125
2017-02-08,1044.9000244140625
2017-02-09,1060.93994140625
2017-02-10,1065.9100341796875
2017-02-13,1071.5799560546875
2017-02-14,1071.5
2017-02-15,1074.7900390625
2017-02-16,1076.81005859375
2017-02-17,1072.3599853515625
2017-02-21,1076.8599853515625
2017-02-22,1074.719970703125
2017-02-23,1072.4300537109375
2017-02-24,1061.0799560546875
2017-02-27,1059.719970703125
2017-02-28,1060.3299560546875
2017-03-01,1072.3299560546875
2017-03-02,1072.6800537109375
2017-03-03,1066.510009765625
2017-03-06,1061.949951171875
2017-03-07,1056.489990234375
2017-03-08,1057.4300537109375
2017-03-09,1056.0899658203125
2017-03-10,1065.530029296875
2017-03-13,1070.02001953125
2017-03-14,1071.3199462890625
2017-03-15,1073.050048828125
2017-03-16,1078.010009765625
2017-03-17,1075.6300048828125
2017-03-20,1075.43994140625
2017-03-21,1061.1199951171875
2017-03-22,1054.300048828125
2017-03-23,1064.530029296875
2017-03-24,1066.9000244140625
2017-03-27,1062.489990234375
2017-03-28,1067.8399658203125
2017-03-29,1067.4000244140625
2017-03-30,1072.9200439453125
2017-03-31,1075.0699462890625
2017-04-03,1066.0
2017-04-04,1076.56005859375
2017-04-05,1078.8599853515625
2017-04-06,1077.8599853515625
