market,sim,c1,c2,rss_impr_pct,b_MR,b_EX
ta35,30,97.0682,100.1397,3.3741,-0.703458,0.001598
ta35,31,99.189,102.0411,7.0093,-0.025246,-0.40088
ta35,32,97.0682,99.6278,2.0798,-1.370801,0.002079
ta35,33,99.9203,101.8948,4.6141,-0.008112,-0.326754
ta35,34,96.7757,102.0411,3.0005,-6.198816,-0.895686
ta35,35,97.7264,101.8948,2.9884,0.048601,-0.171785
ta35,36,97.1413,100.9441,2.8062,-0.043329,-0.010604
ta35,37,97.8726,101.2367,3.1839,-0.116143,-0.16891
ta35,38,97.1413,101.8217,2.0288,0.035749,-0.354784
ta35,39,99.4084,101.8948,2.4216,-0.020709,-0.482256
ta35,40,98.2383,100.5054,3.8088,-0.193218,-0.017244
ta35,41,97.2144,101.0173,3.4061,0.039116,-0.022567
ta35,42,99.1159,102.1142,5.3702,-0.038132,-0.596975
ta35,43,99.3353,102.1142,2.2534,-0.012731,-0.580071
ta35,44,96.9219,101.7486,3.8706,-1.393464,-0.478503
ta35,45,98.9696,101.8217,4.8132,-0.014981,-0.182229
ta35,46,97.5801,101.968,3.4867,0.050762,-0.272611
ta35,47,97.2876,102.1142,3.063,0.054238,-0.5668
ta35,48,97.2876,102.2605,4.2745,-0.100938,-1.229851
ta35,49,98.092,100.5785,3.2428,-0.00302,-0.010447
bist100,0,99.63,101.8533,2.8348,-0.0373,-0.116256
bist100,1,98.5567,102.0067,3.5624,-0.035719,-0.356053
bist100,2,97.7133,100.0133,3.9238,-0.005274,-0.003102
bist100,3,99.7833,101.7767,7.2854,0.003803,-0.398036
bist100,4,96.87,100.6267,4.2821,-1.425088,-0.0271
bist100,5,97.0233,101.6233,3.0966,-0.655027,-0.178248
bist100,6,98.4033,102.0067,5.1389,-0.019439,0.174842
bist100,7,97.0233,100.32,2.9536,-1.420817,-0.005767
bist100,8,96.9467,101.47,4.4444,-1.04429,-0.208285
bist100,9,99.4,102.2367,3.4727,0.000448,-1.08895
bist100,10,98.5567,101.24,4.298,0.008868,-0.216121
bist100,11,100.0133,102.16,2.9095,-0.004845,-0.817689
bist100,12,96.87,101.24,3.6334,-0.362606,-0.14202
bist100,13,98.25,101.7,3.4605,0.015698,-0.348987
bist100,14,97.1767,101.6233,4.0993,-0.138845,-0.528791
bist100,15,96.9467,98.94,5.0374,-0.995528,0.002356
bist100,16,96.87,101.24,4.4199,-0.594277,-0.234776
bist100,17,97.0233,101.93,3.0421,-0.806931,-0.522806
bist100,18,97.33,100.4733,2.7779,-0.049706,-0.002778
bist100,19,98.02,101.0867,3.6516,0.0159,-0.027997
bist100,20,97.1,102.16,3.4077,-0.260477,-0.587006
bist100,21,96.7933,99.17,3.4694,-2.150398,0.009412
bist100,22,98.4033,100.55,3.6007,0.012358,0.005204
bist100,23,98.6333,101.24,3.7649,0.021282,-0.042312
bist100,24,97.79,101.24,3.5168,0.008193,-0.099251
bist100,25,97.0233,102.2367,2.0526,-1.18258,-1.230925
bist100,26,97.1,100.9333,3.2628,0.114418,-0.012242
bist100,27,96.87,101.3933,3.4636,-1.639656,-0.221637
bist100,28,98.8633,101.7,2.4158,-0.005447,-0.205315
bist100,29,99.63,101.6233,4.165,0.002733,-0.574516
bist100,30,98.3267,102.0067,3.5922,0.034397,-0.512203
bist100,31,98.25,100.6267,4.5121,-0.01171,-0.015317
bist100,32,96.9467,101.8533,5.4788,-1.102937,-0.291217
bist100,33,97.33,100.55,3.7002,0.008725,-0.016427
bist100,34,98.25,101.7767,2.8939,-0.017737,-0.269614
bist100,35,97.1,99.9367,2.763,-0.00978,0.001699
bist100,36,98.0967,101.24,2.6077,-0.010526,-0.293151
bist100,37,98.6333,100.6267,2.5632,-0.000138,-0.006906
bist100,38,96.87,102.2367,3.0586,-1.016703,-1.599823
bist100,39,97.1,101.6233,3.1278,-0.123662,-0.005044
bist100,40,99.0167,101.47,3.6879,-0.011786,-0.294573
bist100,41,97.1,102.0833,5.1422,0.128521,-0.303899
bist100,42,99.17,102.2367,4.6415,-0.003304,-0.566938
bist100,43,99.86,101.8533,5.2152,-0.047822,-0.139526
bist100,44,101.24,103.2333,4.7269,-0.033956,0.0
bist100,45,97.33,101.5467,4.0594,0.030078,-0.445242
bist100,46,96.7933,100.8567,2.3244,-1.537632,-0.012508
bist100,47,99.7833,102.2367,3.7502,0.001372,-1.298889
bist100,48,99.4,101.8533,2.609,-0.00732,-0.668288
bist100,49,98.48,101.47,4.1201,0.008461,-0.187184
nikkei225,0,97.0278,99.5878,2.6119,-0.584484,5.4e-05
nikkei225,1,97.0989,102.2189,4.0593,-0.137523,0.290669
nikkei225,2,97.17,99.1611,4.84,-0.266462,-0.036845
nikkei225,3,98.0944,101.8633,5.5243,-0.117522,-0.664311
nikkei225,4,98.8767,101.7922,3.8455,-0.090722,-0.382223
nikkei225,5,96.9567,102.0767,3.6977,-1.384132,-0.796742
nikkei225,6,97.3833,102.2189,1.4333,-0.041714,-0.735856
nikkei225,7,96.7433,102.0767,3.7368,-1.568861,-0.003558
nikkei225,8,97.3122,101.3656,2.4066,-0.057706,-0.199843
nikkei225,9,98.5211,100.9389,4.6349,-0.125455,-0.043893
nikkei225,10,99.3744,101.9344,3.1624,-0.002939,-0.819434
nikkei225,11,97.3122,99.9433,3.6645,-0.352143,-0.06972
nikkei225,12,97.81,100.4411,4.1328,-0.283344,-0.066938
nikkei225,13,97.17,102.0767,4.1463,-0.258112,-0.880699
nikkei225,14,96.8856,101.2944,1.9681,-3.244026,-0.090045
nikkei225,15,97.0278,101.0811,4.7672,-0.854412,-0.053038
nikkei225,16,97.5256,101.2233,3.1966,-0.30215,-0.344139
nikkei225,17,97.0989,99.73,5.7421,0.248211,-0.014706
nikkei225,18,98.0944,100.7967,3.4669,0.004898,-0.056063
nikkei225,19,96.7433,100.7256,2.3335,-1.680055,-0.029707
nikkei225,20,99.09,101.8633,3.9511,-0.055552,-0.60876
nikkei225,21,96.7433,102.0056,4.0681,-1.0386,-0.415253
nikkei225,22,96.7433,99.73,4.6274,-1.11635,-0.044917
nikkei225,23,97.6678,101.3656,3.6637,-0.249998,-0.218608
nikkei225,24,99.1611,101.5789,2.7339,-0.052715,-0.149474
nikkei225,25,97.81,101.2233,2.3845,-0.536742,-0.111752
nikkei225,26,97.0278,99.9433,5.0958,-1.255482,-0.04831
nikkei225,27,98.0233,101.2233,3.4753,-0.087558,-0.108364
nikkei225,28,96.8856,101.5078,1.8831,-0.150752,-0.095826
nikkei225,29,97.8811,100.8678,3.0303,0.106517,-0.007993
nikkei225,30,98.9478,102.0767,4.6963,-0.200668,-0.489177
nikkei225,31,98.9478,101.7922,3.3768,0.014256,-0.592127
nikkei225,32,96.8856,101.5078,2.7266,-1.588743,-0.113592
nikkei225,33,98.3789,100.8678,3.1699,-0.028418,-0.017485
nikkei225,34,97.3122,100.7256,3.1106,-0.108633,-0.019074
nikkei225,35,98.5211,101.2233,2.6719,0.022136,-0.195127
nikkei225,36,101.4367,103.4278,3.0733,-0.01744,0.0
nikkei225,37,98.2367,100.9389,3.0621,-0.133133,-0.018521
nikkei225,38,98.45,100.5833,2.52,-0.122472,-0.022014
nikkei225,39,97.8811,102.0056,2.7928,0.009652,-0.539383
nikkei225,40,99.6589,101.7211,3.1683,-0.033632,-0.239827
nikkei225,41,98.5211,101.7211,4.1055,-0.170808,-0.179268
nikkei225,42,96.9567,100.0856,2.4585,-0.777572,-0.024064
nikkei225,43,96.7433,99.2322,2.3643,0.787269,-0.037373
nikkei225,44,97.0989,101.4367,3.0669,-0.220417,-0.150362
nikkei225,45,96.8856,101.2233,4.1098,-0.616734,-0.507845
nikkei225,46,98.9478,101.0811,1.8853,-0.033466,-0.04402
nikkei225,47,96.9567,100.9389,3.6727,-2.241677,-0.046415
nikkei225,48,97.0278,101.8633,1.9645,-1.063833,-0.336941
nikkei225,49,98.3789,101.2944,4.931,-0.161532,-0.115972
shanghai,0,97.0233,101.5467,3.9192,-1.041486,-0.144414
shanghai,1,99.9367,101.93,4.6269,-0.021109,-0.424761
shanghai,2,97.0233,101.0867,3.7681,-1.300149,-0.036767
shanghai,3,97.0233,101.8533,3.6398,-1.011104,-0.333988
shanghai,4,97.56,99.63,4.5681,-0.074273,-0.031177
shanghai,5,98.3267,101.24,6.4275,-0.03143,-0.036331
shanghai,6,97.8667,101.7767,2.5939,0.128178,-0.367873
shanghai,7,98.8633,101.5467,3.1913,-0.049014,-0.240019
shanghai,8,99.2467,101.7,5.8169,-0.021912,-0.454037
shanghai,9,99.0167,102.2367,5.2304,-0.014962,-0.230186
shanghai,10,98.6333,101.3167,5.8649,-0.014447,-0.0699
shanghai,11,99.7067,101.7,3.2178,-0.004296,-0.140574
shanghai,12,97.7133,101.3933,4.4022,-0.023437,-0.392545
shanghai,13,97.33,99.4767,3.5731,-0.115836,-0.020424
shanghai,14,99.7833,101.8533,3.7412,-0.014298,-0.638521
shanghai,15,98.7867,101.0867,4.7016,0.051733,-0.085455
shanghai,16,99.4,101.8533,4.2575,0.00481,-0.328071
shanghai,17,97.0233,102.0067,3.9118,-1.300794,-0.357145
shanghai,18,96.7933,101.6233,2.257,0.407692,-0.238339
shanghai,19,99.7833,102.16,6.0033,-0.094183,0.002001
shanghai,20,96.9467,98.94,2.3186,-1.588559,-0.021522
shanghai,21,96.7933,101.1633,3.0568,-1.047582,-0.088461
shanghai,22,99.86,102.2367,4.4007,-0.041805,-0.436619
shanghai,23,99.7833,101.7767,2.8966,-0.03244,-0.337211
shanghai,24,98.94,101.47,4.4081,-0.024358,-0.145172
shanghai,25,96.7933,99.7833,3.3443,-1.614109,-0.074859
shanghai,26,97.0233,100.8567,4.3155,-1.362255,-0.124532
shanghai,27,97.1,99.7067,4.3249,0.119467,-0.080779
shanghai,28,96.87,101.6233,3.0282,-0.193761,-0.335556
shanghai,29,99.86,101.93,3.8074,-0.013818,-0.301286
shanghai,30,96.87,101.1633,3.6252,-1.203725,-0.178311
shanghai,31,99.7833,101.7767,5.4909,-0.058621,-0.175602
shanghai,32,97.8667,99.86,3.9006,-0.042878,-0.051672
shanghai,33,97.1767,99.4,5.1437,-0.912317,-0.035376
shanghai,34,99.0167,101.3167,4.7507,-0.030299,-0.177848
shanghai,35,96.87,100.9333,2.0543,-0.432204,0.0362
shanghai,36,100.2433,102.2367,6.1572,-0.066411,-1.597446
shanghai,37,96.87,101.47,4.7928,-0.792626,-0.567206
shanghai,38,97.0233,101.7767,4.7172,-2.463097,-0.396599
shanghai,39,97.56,101.0867,4.3865,-0.03249,-0.025923
shanghai,40,98.48,102.0833,3.04,-0.039436,-0.841662
shanghai,41,97.1767,102.2367,5.7683,-0.435612,-0.585362
shanghai,42,98.7867,101.3933,2.9695,-0.07823,-0.064873
shanghai,43,99.7067,101.7,2.822,-0.036999,-0.452766
shanghai,44,97.1,101.6233,2.9485,-0.033062,-0.328048
shanghai,45,96.9467,101.24,3.4435,-1.398377,-0.217808
shanghai,46,99.4767,101.6233,2.7305,-0.027638,-0.328606
shanghai,47,97.0233,102.2367,3.4557,-1.572011,-0.927517
shanghai,48,96.9467,102.16,2.7618,-1.093005,-0.771179
shanghai,49,100.3967,102.39,2.6993,-0.047582,0.0
szse,0,98.1633,101.9967,5.8981,-0.381472,-1.100935
szse,1,96.7833,98.7767,3.7969,-0.26462,-0.059092
szse,2,99.5433,101.5367,4.2498,-0.043407,-0.370779
szse,3,97.6267,101.23,4.3437,-0.049148,-0.313815
szse,4,96.9367,101.5367,3.9087,-0.824452,-0.422906
szse,5,99.2367,101.3833,4.0405,-0.095272,-0.502859
szse,6,97.0133,99.0067,6.7393,-0.964229,-0.07918
szse,7,100.6167,102.61,3.8342,-0.060533,0.0
szse,8,98.93,101.23,2.8952,-0.004374,-0.3411
szse,9,97.3967,99.62,3.5193,-0.098388,-0.021047
szse,10,99.9267,101.92,4.6997,-0.029355,-0.59294
szse,11,97.32,100.0033,4.2006,-0.3927,-0.056885
szse,12,99.4667,101.46,4.837,-0.062576,-0.107029
szse,13,99.3133,101.46,3.9796,-0.013312,-0.082464
szse,14,96.86,101.9967,4.6035,-0.848018,-0.755632
szse,15,101.5367,103.53,4.3029,-0.046304,0.0
szse,16,98.7767,101.46,3.9094,-0.049623,-0.267515
szse,17,96.9367,100.9233,4.7918,-0.882291,-0.032388
szse,18,98.01,102.15,3.7412,-0.21054,0.129537
szse,19,98.1633,102.15,5.0344,-0.009913,-1.140184
szse,20,97.1667,101.1533,2.7983,0.100269,-0.154528
szse,21,96.9367,99.2367,3.9891,-0.69951,-0.023366
szse,22,96.9367,102.15,3.3245,-1.04438,-0.360443
szse,23,97.7033,102.0733,3.8414,0.038711,-0.990925
szse,24,99.85,101.9967,4.0128,-0.063523,-0.580205
szse,25,98.1633,101.7667,2.7571,0.027873,-0.295919
szse,26,99.39,101.92,3.754,0.003446,-0.473816
szse,27,97.3967,101.7667,2.6159,0.099983,-0.407883
szse,28,97.32,99.4667,3.2119,-0.369677,-0.012952
szse,29,96.86,100.31,4.8823,-2.147587,-0.064935
szse,30,97.8567,100.1567,3.8295,-0.065433,-0.045111
szse,31,101.69,103.6833,3.8045,-0.021007,0.0
szse,32,97.7033,101.7667,2.7072,-0.020131,0.001356
szse,33,98.01,101.9967,2.1825,0.043154,-0.020483
szse,34,98.47,100.4633,3.5674,-0.011583,-0.079125
szse,35,97.0133,100.6933,3.7761,0.17638,-0.087901
szse,36,97.0133,101.92,4.2005,-1.166606,-0.274093
szse,37,97.1667,101.9967,5.5868,-0.94295,0.117017
szse,38,99.4667,102.2267,2.6712,-0.036374,-1.395744
szse,39,96.9367,99.0067,3.1466,-1.476721,-0.031576
szse,40,96.7833,98.8533,4.5108,-1.210505,-0.031215
szse,41,97.55,100.6933,4.0415,-0.165293,-0.019459
szse,42,98.47,100.8467,3.4031,0.008065,-0.05993
szse,43,99.0833,101.7667,4.5188,-0.003133,-0.176684
szse,44,98.93,101.0,3.1198,-0.021042,-0.003307
szse,45,96.9367,102.0733,2.9953,-0.807327,-0.16627
szse,46,97.32,101.9967,4.4175,-0.093574,-1.003135
szse,47,99.85,101.92,4.1209,-0.096971,-0.27728
szse,48,96.7833,101.46,3.8938,0.39907,-0.129706
szse,49,97.7033,101.7667,4.2965,-0.090351,-0.2739
hangseng,0,96.8856,101.8633,3.9906,-1.308709,0.034528
hangseng,1,98.45,100.6544,1.5177,-0.01117,-0.007858
hangseng,2,97.3122,101.4367,1.9856,0.034194,-0.312857
hangseng,3,98.5211,101.9344,3.3362,-0.043135,0.00159
hangseng,4,98.3078,101.3656,1.9743,-0.013402,-0.198577
hangseng,5,97.3122,100.0144,2.5749,-0.082977,-0.001215
hangseng,6,99.0189,101.5078,2.1766,-0.059358,-0.231415
hangseng,7,99.2322,102.1478,2.8167,-0.020548,-0.52225
hangseng,8,97.0989,101.5078,3.2263,-0.328892,-0.25311
hangseng,9,96.8856,101.2233,3.007,0.136743,-0.111555
hangseng,10,99.0189,101.0811,3.6837,-0.11438,-0.083084
hangseng,11,98.5922,102.2189,1.2974,-0.013563,-2.139783
hangseng,12,97.0278,101.1522,3.4967,-1.841495,-0.053812
hangseng,13,98.6633,100.6544,3.2258,0.008857,-0.018666
hangseng,14,97.81,99.8722,2.5648,-0.081978,-0.001269
hangseng,15,97.5256,99.73,3.68,-0.59879,-0.042501
hangseng,16,99.1611,101.3656,4.359,-0.024801,-0.317411
hangseng,17,96.7433,100.8678,3.4719,-1.613801,-0.022244
hangseng,18,99.0189,101.01,2.4306,-0.051814,-0.026195
hangseng,19,96.9567,101.5078,4.5676,-0.847295,-0.311466
hangseng,20,97.17,99.5878,1.7423,0.097025,-0.004061
hangseng,21,99.73,101.7922,2.1816,-0.028093,-0.17991
hangseng,22,98.3789,101.7211,3.3099,-0.009784,-0.337397
hangseng,23,96.7433,102.2189,3.6238,-1.214616,-1.240962
hangseng,24,98.5211,101.2944,3.6551,-0.019871,-0.174891
hangseng,25,99.5878,101.7922,3.1356,-0.018182,-0.394271
hangseng,26,98.3078,100.2989,3.5999,-0.158871,-0.029419
hangseng,27,97.0278,101.2944,3.5221,-1.05595,-0.148279
hangseng,28,96.7433,101.3656,2.2826,-1.067116,-0.192716
hangseng,29,98.2367,100.6544,2.5543,-0.237628,-0.037484
hangseng,30,97.3122,101.5789,2.2886,-0.030644,-0.064638
hangseng,31,99.5167,101.7922,1.8319,0.020625,-0.098914
hangseng,32,99.5878,101.8633,4.0352,-0.01584,-0.653185
hangseng,33,99.3033,101.2944,3.3405,-0.001743,-0.126812
hangseng,34,96.9567,100.6544,2.902,-2.014313,-0.047017
hangseng,35,99.8722,101.9344,3.2604,-0.020321,-0.2499
hangseng,36,99.0189,101.01,4.1513,-0.139358,-0.022621
hangseng,37,99.09,101.8633,2.5542,-0.021906,0.340254
hangseng,38,97.7389,101.7922,4.8185,-0.214255,-1.046037
hangseng,39,96.7433,98.9478,4.7068,-0.343988,-0.076932
hangseng,40,98.3078,101.7211,4.3246,-0.229952,-0.413378
hangseng,41,99.0189,102.0056,3.1983,-0.025132,-0.635438
hangseng,42,97.3122,101.7922,1.9881,-0.199186,-0.259703
hangseng,43,98.8056,101.7922,4.1605,0.030531,-0.269445
hangseng,44,97.17,102.0056,2.6522,0.093626,-0.125039
hangseng,45,97.3122,100.7967,2.6999,-0.023263,-0.017117
hangseng,46,97.0278,99.0189,4.2206,-0.59692,-0.012212
hangseng,47,96.9567,101.1522,3.3354,-1.616407,-0.064363
hangseng,48,96.7433,101.1522,2.3263,-1.815229,-0.056808
hangseng,49,99.5167,101.5078,3.3988,-0.017052,-0.24597
hscei,0,96.7592,101.0418,3.0538,-1.334776,-0.063715
hscei,1,98.3836,101.1157,5.9839,-0.187918,-0.128245
hscei,2,97.0545,100.2296,3.4359,-0.651915,-0.056287
hscei,3,96.9807,101.1895,2.68,-0.157418,-0.071118
hscei,4,97.0545,100.8203,7.0046,-0.473709,-0.142071
hscei,5,96.9807,99.7127,3.8402,-1.904693,-0.038858
hscei,6,98.8267,101.854,3.3695,-0.075423,-0.544334
hscei,7,97.2761,100.5249,2.3991,0.022426,0.015304
hscei,8,97.3499,99.3435,3.8169,-0.034368,0.008358
hscei,9,98.6052,101.7802,3.1549,-0.001475,-0.642924
hscei,10,96.833,101.7802,2.2903,-1.130157,-0.169568
hscei,11,99.0482,101.2633,3.1765,-0.103529,-0.245941
hscei,12,97.3499,99.7866,3.346,0.072829,-0.044304
hscei,13,98.679,101.1895,2.4696,-0.008717,-0.1481
hscei,14,97.3499,102.0017,2.9201,-0.175334,-0.588572
hscei,15,97.7191,101.4848,4.308,0.079892,-0.204957
hscei,16,99.6389,102.2232,2.3675,-0.022212,-0.923806
hscei,17,97.0545,102.1494,4.2751,-0.931227,0.106407
hscei,18,97.5714,101.1157,3.8593,0.001658,-0.312469
hscei,19,99.2697,101.2633,3.6108,-0.004983,-0.359569
hscei,20,98.4575,100.5988,3.454,-0.023674,-0.040482
hscei,21,99.3435,101.5587,4.9264,-0.047719,-0.510722
hscei,22,96.833,101.2633,3.2623,-1.412532,-0.324293
hscei,23,100.2296,102.2232,3.0892,-0.025351,-0.462426
hscei,24,99.0482,101.411,2.5004,-0.025849,-0.174277
hscei,25,97.8668,100.4511,3.4967,-0.012777,-0.000776
hscei,26,97.7929,101.9279,4.4206,-0.041256,-0.51274
hscei,27,97.3499,101.9279,3.0301,-0.240755,-0.016877
hscei,28,98.7528,101.2633,1.9384,-0.045818,-0.130392
hscei,29,97.0545,101.1157,3.8094,0.495393,-0.028753
hscei,30,97.1284,99.2697,3.4563,-0.682358,-0.004709
hscei,31,99.3435,101.4848,2.7746,0.009655,-0.121105
hscei,32,99.6389,101.7802,3.8373,0.001067,-0.716102
hscei,33,98.5313,101.7064,3.1395,0.025744,-0.418489
hscei,34,99.4174,101.4848,3.6759,-0.046932,-0.181886
hscei,35,98.9743,100.968,2.4177,0.003409,-0.020033
hscei,36,98.6052,100.5988,3.7974,-0.056903,-0.085817
hscei,37,97.3499,101.9279,2.7356,0.031113,-0.219089
hscei,38,99.6389,102.1494,3.0636,-0.020911,0.368818
hscei,39,96.9807,101.7802,3.166,-0.45296,-0.423987
hscei,40,97.5714,100.3034,3.0364,-0.131742,-0.014793
hscei,41,97.1284,101.7064,3.9121,-0.034702,-0.165099
hscei,42,97.0545,102.2232,3.5219,-0.845397,-0.539373
hscei,43,97.5714,100.0081,4.96,-0.543992,-0.015999
hscei,44,98.236,100.2296,2.9417,-0.005425,-0.012136
hscei,45,96.9807,101.411,4.0207,-0.317722,-0.14705
hscei,46,99.122,101.7802,3.1702,0.014224,-0.215398
hscei,47,97.0545,99.2697,5.0622,-1.579207,-0.051443
hscei,48,99.2697,101.9279,3.6501,-0.080878,-0.768066
hscei,49,99.4174,102.0756,2.7281,-0.016685,-0.534809
kospi,0,98.351,101.9448,5.3986,-0.001069,-0.465023
kospi,1,98.9627,101.4096,3.9559,-0.097686,-0.371499
kospi,2,98.351,101.1037,3.8375,0.063473,0.000477
kospi,3,96.7453,99.8038,3.6041,-1.270031,-0.061515
kospi,4,97.0511,99.0392,3.1689,-0.932147,-0.01991
kospi,5,99.2686,101.5625,4.5257,0.005688,-0.231015
kospi,6,99.9568,102.0978,2.8195,-0.019288,-0.349474
kospi,7,98.2745,101.4861,3.2031,-0.015815,-0.151265
kospi,8,97.6628,101.5625,2.9237,0.145734,-0.152601
kospi,9,96.9746,100.5685,3.9939,-0.898792,-0.021055
kospi,10,97.2805,101.5625,2.7644,-0.059868,-0.281021
kospi,11,96.7453,98.7333,3.4072,-1.501694,-0.074288
kospi,12,96.21,98.2745,3.1788,0.0,-0.021593
kospi,13,97.357,101.1802,2.6696,-0.010971,0.02911
kospi,14,97.1276,102.1742,3.4055,-0.247912,0.050544
kospi,15,98.8863,101.7919,6.7999,-0.016787,-0.154369
kospi,16,97.8922,101.5625,4.1214,0.005506,-0.524904
kospi,17,99.5744,101.5625,3.3266,-0.033968,-0.2715
kospi,18,98.7333,101.9448,5.3067,-0.091096,-0.377309
kospi,19,97.1276,101.5625,2.2038,-0.026393,-0.16346
kospi,20,97.5864,101.7155,5.5162,-0.023174,-0.149821
kospi,21,99.1921,101.9448,4.1535,-0.019288,-0.375566
kospi,22,97.6628,99.6509,3.6599,-0.094359,-0.027026
kospi,23,99.4215,101.7919,5.5039,-0.036877,-0.082666
kospi,24,97.204,101.4096,3.3096,-0.023895,-0.27762
kospi,25,97.1276,99.3451,5.0861,-0.847267,-0.034174
kospi,26,97.1276,101.7919,5.3449,0.041763,-0.025335
kospi,27,98.2745,101.8684,2.7514,0.008965,-0.625065
kospi,28,97.357,101.7919,4.3671,-0.370108,-0.370205
kospi,29,98.5039,101.2567,4.0113,-0.017715,-0.081656
kospi,30,96.8982,100.7979,3.2048,-1.129838,-0.081349
kospi,31,97.8158,102.2507,3.8824,-0.030572,0.726439
kospi,32,96.8982,101.9448,3.3257,-0.667598,-0.74465
kospi,33,98.1981,101.0273,4.8019,0.009171,-0.019409
kospi,34,98.2745,100.7979,6.8879,0.018443,-0.069272
kospi,35,97.2805,101.2567,4.1433,-0.214695,-0.458773
kospi,36,99.1157,101.2567,2.3014,-0.007508,-0.118619
kospi,37,96.8982,102.1742,3.6495,-1.044976,-0.885305
kospi,38,98.6569,101.3331,3.2527,-0.01131,-0.427918
kospi,39,97.8158,100.8743,3.9475,-0.075891,0.00905
kospi,40,96.8982,100.492,4.349,-1.459269,-0.023411
kospi,41,96.9746,98.9627,2.8104,0.505591,-0.013968
kospi,42,98.5804,100.7979,3.8085,0.014909,-0.009943
kospi,43,96.7453,98.7333,4.3319,-0.554271,-0.011406
kospi,44,99.6509,102.0978,5.4649,-0.036826,-0.524704
kospi,45,99.0392,101.7919,4.5531,0.009497,-0.372555
kospi,46,97.8922,102.2507,3.6016,-0.008148,-0.033901
kospi,47,99.498,102.2507,4.1816,-0.006862,-1.87788
kospi,48,97.8922,101.9448,3.6824,0.003778,-0.44877
kospi,49,99.3451,101.639,5.1346,-0.002743,-0.732886
sti,0,98.9478,102.2189,3.2132,-0.041549,-0.246595
sti,1,98.6633,101.1522,4.628,-0.32662,-0.011267
sti,2,98.8056,101.7211,2.5717,0.000692,-0.450241
sti,3,96.8856,100.9389,5.2671,-3.132844,-0.055642
sti,4,96.8856,101.2944,3.8865,-0.739648,-0.222431
sti,5,98.2367,100.5833,4.3783,0.012577,-0.042012
sti,6,96.9567,101.7922,3.6025,-1.003134,-0.244832
sti,7,97.0278,102.0056,2.9621,-1.020954,-0.348214
sti,8,98.2367,102.2189,3.0714,-0.056295,0.003964
sti,9,98.0944,100.6544,7.4153,0.037295,-0.031663
sti,10,98.8767,101.7211,2.2146,-0.012378,-0.500657
sti,11,97.6678,101.3656,3.5201,-0.333239,-0.267989
sti,12,99.5878,101.65,3.1771,-0.018414,-0.430689
sti,13,96.8856,102.1478,3.6283,-0.502842,-0.34711
sti,14,100.0856,102.2189,3.6737,-0.020462,-0.082889
sti,15,98.2367,102.0056,3.1077,-0.016234,-0.282605
sti,16,98.0233,101.2944,4.0495,-0.144989,-0.19974
sti,17,99.1611,101.5789,2.5,-0.042132,-0.542131
sti,18,99.3744,102.2189,3.8253,-0.039347,-0.479389
sti,19,96.7433,98.9478,4.9274,-0.808943,-0.033973
sti,20,97.0278,101.65,2.5354,-1.571576,-0.26542
sti,21,99.73,102.0056,4.3635,-0.002838,-0.475378
sti,22,97.0278,102.0767,2.8912,-0.554804,-0.592543
sti,23,96.8856,100.7967,4.2443,-0.768346,-0.02431
sti,24,97.17,100.7967,3.2285,-0.189232,-0.024676
sti,25,96.8856,99.3033,3.4433,-0.174007,-0.02995
sti,26,98.3078,101.65,2.7091,-0.006392,-0.462623
sti,27,99.8011,101.7922,4.2085,0.00013,-0.166079
sti,28,99.0189,101.01,3.8672,-0.103319,-0.190608
sti,29,96.7433,98.7344,5.6838,1.428693,-0.118452
sti,30,97.0989,102.1478,6.3215,-0.792424,-0.800362
sti,31,99.3744,102.0056,2.1755,-0.042772,-0.36375
sti,32,99.3033,101.9344,3.96,-0.070589,-0.798771
sti,33,98.0233,101.0811,2.8748,-0.14162,-0.048981
sti,34,98.45,101.4367,3.6141,0.012873,-0.114984
sti,35,100.2278,102.2189,1.5921,-0.017115,-0.599635
sti,36,96.7433,101.5078,3.525,-3.814837,-0.291445
sti,37,96.9567,101.7922,2.6916,-0.919641,-0.726562
sti,38,97.81,102.1478,2.2222,-0.055004,0.034741
sti,39,97.0278,101.1522,2.6339,-1.288907,-0.073652
sti,40,97.3833,102.2189,3.9607,-0.065259,-0.461727
sti,41,96.8856,101.2233,2.0854,-1.332104,-0.12661
sti,42,100.1567,102.1478,3.3897,-0.027492,-0.982873
sti,43,98.5922,101.9344,3.6864,-0.006587,-0.696442
sti,44,99.1611,101.65,2.6232,0.00781,-0.181099
sti,45,96.7433,99.0189,5.3774,-1.625882,-0.081017
sti,46,99.3033,101.7211,2.3408,-0.028076,-0.08039
sti,47,99.5878,101.7922,2.7624,-0.013912,0.056111
sti,48,99.9433,102.0056,3.7996,-0.071295,0.309474
sti,49,97.0278,99.0189,3.8596,-0.819742,0.000171
twse,0,97.56,100.8567,5.5471,-0.025699,-0.241962
twse,1,98.94,101.93,3.7967,0.001465,-0.647886
twse,2,96.7933,99.3233,4.0142,-0.130489,-0.021939
twse,3,97.0233,101.8533,4.6308,-1.336472,-0.899697
twse,4,97.1,102.0067,3.8985,-0.055244,-0.702997
twse,5,97.7133,101.47,3.5764,-0.119551,-0.399926
twse,6,99.4767,101.5467,3.2929,-0.016735,-0.207609
twse,7,98.4033,100.78,2.6658,-0.007749,-0.027907
twse,8,99.7833,101.7767,5.2694,-0.096886,-0.059428
twse,9,101.3933,103.3867,2.4289,-0.024369,0.0
