n_low_band_months,mean_pct,modal_bucket_pct,modal_bucket_n,top_tail_years,covid_2020_months
1109,14.601,5,25,"[('2008', 63), ('2009', 33), ('2022', 19), ('2011', 18), ('1993', 15)]",68
